 batch,history,calc_int,stddev,batch_time
6340,10808400,  1.2001630E+02,  3.0352371E-02,  1.3336620E-03
6341,10810800,  1.1998676E+02,  1.3210668E-02,  1.2772490E-03
6342,10813100,  1.1999023E+02,  3.8849940E-02,  5.8056510E-03
6343,10815400,  1.1999027E+02,  2.4886756E-02,  7.8884360E-03
6344,10817800,  1.1997690E+02,  1.1703191E-02,  1.0014802E-02
6345,10820200,  1.2001725E+02,  3.1724253E-02,  1.1901596E-02
6346,10822600,  1.2002041E+02,  4.1377057E-02,  1.4112953E-02
6347,10825000,  1.2001597E+02,  3.9338096E-02,  1.6086898E-02
6348,10827400,  1.2001580E+02,  1.1803716E-02,  1.7931238E-02
6349,10829800,  1.1997902E+02,  3.0207614E-02,  2.0112553E-02
6350,10832200,  1.2000530E+02,  2.4021666E-02,  2.2352156E-02
6351,10834600,  1.1997621E+02,  3.3522785E-02,  2.4618754E-02
6352,10837000,  1.2000466E+02,  1.6938657E-02,  2.6880465E-02
6353,10839400,  1.2000379E+02,  2.8140195E-02,  2.8955300E-02
6354,10841800,  1.1998157E+02,  1.7307709E-02,  3.1329980E-02
6355,10844200,  1.2000857E+02,  2.0004719E-03,  3.3556041E-02
6356,10846600,  1.2000448E+02,  1.3759321E-02,  1.8601162E-02
6357,10848900,  1.1998093E+02,  2.3328601E-02,  3.7657046E-02
6358,10851300,  1.1999999E+02,  2.2781705E-02,  4.0154444E-02
6359,10853700,  1.2000211E+02,  1.7791125E-02,  4.2492523E-02
6360,10856100,  1.1999586E+02,  4.1985479E-02,  3.8464217E-02
6361,10858500,  1.1999520E+02,  2.2689745E-02,  3.2722978E-02
6362,10860800,  1.2001783E+02,  6.6818279E-03,  2.4079944E-02
6363,10863200,  1.1998250E+02,  2.8445090E-02,  1.8692098E-02
6364,10865600,  1.2003555E+02,  5.7295205E-02,  1.3358266E-02
6365,10868000,  1.1998732E+02,  2.0064176E-03,  7.7897240E-03
6366,10870400,  1.2001293E+02,  1.8029519E-02,  2.0445810E-03
6367,10872700,  1.1998990E+02,  2.0767609E-02,  9.3369230E-03
6368,10874900,  1.1998255E+02,  3.2543587E-03,  6.3375034E-02
6369,10877300,  1.1999547E+02,  1.7461188E-02,  6.1851037E-02
6370,10879700,  1.2001083E+02,  3.1026777E-02,  5.6360387E-02
6371,10882100,  1.1999945E+02,  3.1422471E-02,  5.0980701E-02
6372,10884500,  1.2002556E+02,  3.8104055E-02,  4.5426066E-02
6373,10886900,  1.2001213E+02,  3.7637362E-02,  3.9998335E-02
6374,10889300,  1.1999172E+02,  2.2773025E-02,  3.4922082E-02
6375,10891700,  1.1999987E+02,  1.2987079E-02,  2.1999137E-02
6376,10894000,  1.2000020E+02,  2.3124940E-02,  2.4408024E-02
6377,10896400,  1.1998794E+02,  2.7270041E-02,  1.9169466E-02
6378,10898800,  1.2001516E+02,  3.1808120E-02,  1.3811383E-02
6379,10901200,  1.1999889E+02,  2.2789920E-02,  8.6315650E-03
6380,10903600,  1.2001006E+02,  1.5269082E-02,  3.3074310E-03
6381,10905900,  1.2000677E+02,  1.9133702E-02,  1.8475320E-02
6382,10908200,  1.1998985E+02,  6.3722784E-02,  4.1272592E-02
6383,10910600,  1.1999483E+02,  2.7301869E-02,  3.5466470E-02
6384,10913000,  1.2002563E+02,  2.9999240E-02,  2.9953731E-02
6385,10915400,  1.1998800E+02,  3.6602611E-02,  2.4501346E-02
6386,10917800,  1.2000375E+02,  2.3240177E-02,  1.8813847E-02
6387,10920200,  1.1999752E+02,  1.4499613E-02,  1.2875686E-02
6388,10922600,  1.2000631E+02,  6.4517864E-03,  7.4667870E-03
6389,10925000,  1.2001553E+02,  1.9287407E-02,  1.8929710E-03
6390,10927300,  1.2002173E+02,  2.8649536E-02,  4.2605970E-03
6391,10929600,  1.1999839E+02,  1.7005643E-02,  1.4578961E-02
6392,10932000,  1.1998141E+02,  9.3484301E-03,  9.1097340E-03
6393,10934400,  1.2000022E+02,  2.9524522E-02,  3.7314050E-03
6394,10936500,  1.1999213E+02,  1.2240676E-02,  6.6390120E-03
6395,10938800,  1.2001506E+02,  3.1249755E-02,  1.1062570E-03
6396,10941100,  1.2002109E+02,  9.0484582E-03,  3.2249767E-02
6397,10943500,  1.2000106E+02,  1.6268163E-02,  2.4471586E-02
6398,10945900,  1.2000792E+02,  2.3312463E-02,  1.6872269E-02
6399,10948300,  1.2000154E+02,  1.3693263E-02,  8.7381040E-03
6400,10950700,  1.1999637E+02,  1.6964400E-02,  9.3315200E-04
6401,10952900,  1.2001306E+02,  2.2697413E-02,  1.3347971E-01
6402,10955300,  1.1996802E+02,  2.6269378E-02,  1.3562044E-01
6403,10957700,  1.1998421E+02,  9.4667832E-03,  1.3785774E-01
6404,10960100,  1.2000298E+02,  1.1360531E-02,  1.4021604E-01
6405,10962500,  1.2002932E+02,  6.2965475E-03,  1.4229965E-01
6406,10964900,  1.1999292E+02,  1.6119843E-02,  1.4454787E-01
6407,10967300,  1.1998587E+02,  3.4934035E-03,  1.4656419E-01
6408,10969700,  1.1998299E+02,  4.9456830E-02,  1.4889990E-01
6409,10972100,  1.1998277E+02,  3.6061925E-02,  1.5111736E-01
6410,10974500,  1.2002666E+02,  3.6628840E-02,  1.5339826E-01
6411,10976900,  1.2001812E+02,  1.5687380E-02,  1.4304637E-01
6412,10979300,  1.1998916E+02,  4.5320777E-02,  8.3833474E-02
6413,10981700,  1.2002870E+02,  3.3435172E-02,  2.4604794E-02
6414,10984000,  1.1998725E+02,  8.3470264E-03,  1.6208259E-01
6415,10986400,  1.2001411E+02,  3.2546387E-02,  1.6426339E-01
6416,10988800,  1.1998954E+02,  5.1538856E-02,  1.5654208E-01
6417,10991200,  1.2001774E+02,  2.8783278E-02,  1.1438937E-01
6418,10993600,  1.1996918E+02,  3.1865614E-02,  7.1965363E-02
6419,10996000,  1.2001962E+02,  5.2982068E-02,  2.9494935E-02
6420,10998300,  1.1999863E+02,  1.9369055E-02,  1.3182046E-02
6421,11000600,  1.1999110E+02,  3.5830865E-02,  1.3993535E-01
6422,11003000,  1.1999066E+02,  4.2695025E-02,  1.2223967E-01
6423,11005400,  1.1999818E+02,  4.2274297E-02,  1.0434322E-01
6424,11007800,  1.1996867E+02,  2.4654200E-02,  8.6986272E-02
6425,11010200,  1.2000217E+02,  2.7581697E-02,  6.9349829E-02
6426,11012600,  1.1999884E+02,  2.9303618E-02,  5.1882572E-02
6427,11015000,  1.2002341E+02,  1.1135597E-02,  3.4520434E-02
6428,11017400,  1.1999950E+02,  2.1731482E-02,  1.6834786E-02
6429,11019700,  1.2001098E+02,  1.0518967E-02,  1.9774075E-01
6430,11022100,  1.1998793E+02,  1.1357812E-02,  1.4790441E-01
6431,11024500,  1.2001903E+02,  1.2847932E-02,  8.8533034E-02
6432,11026900,  1.2000773E+02,  1.8668677E-02,  2.9579557E-02
6433,11029200,  1.1999393E+02,  1.4689334E-02,  2.0706504E-01
6434,11031600,  1.2001420E+02,  3.6543629E-02,  2.0444239E-01
6435,11034000,  1.2001932E+02,  1.0662234E-02,  1.9854041E-01
6436,11036400,  1.1999682E+02,  6.0472493E-03,  1.9235265E-01
6437,11038800,  1.2003334E+02,  2.2855830E-02,  1.5738888E-01
6438,11041200,  1.1999332E+02,  3.3487406E-02,  9.9082361E-02
6439,11043600,  1.1997911E+02,  2.2783929E-02,  4.0780794E-02
6440,11045900,  1.1999654E+02,  2.5130263E-02,  1.7030617E-01
6441,11048300,  1.2000964E+02,  1.4353629E-02,  1.6507022E-01
6442,11050700,  1.2000431E+02,  1.9494836E-02,  1.5970781E-01
6443,11053100,  1.2000561E+02,  6.6784726E-03,  1.2333566E-01
6444,11055500,  1.2002079E+02,  1.7115499E-02,  8.1010454E-02
6445,11057900,  1.1998143E+02,  8.1512126E-03,  3.8451632E-02
6446,11060200,  1.1998562E+02,  2.8269707E-02,  1.3786713E-01
6447,11062600,  1.1999815E+02,  2.3033656E-02,  1.3250681E-01
6448,11065000,  1.2000699E+02,  1.1056103E-02,  1.2719300E-01
6449,11067400,  1.2001934E+02,  5.1422595E-02,  1.2172312E-01
6450,11069800,  1.2001546E+02,  1.1237591E-02,  9.0715373E-02
6451,11072300,  1.2000863E+02,  3.1511846E-02,  1.6411410E-03
6452,11074600,  1.2000694E+02,  6.2502658E-02,  3.8931860E-03
6453,11077000,  1.1998670E+02,  1.6716461E-02,  6.2141730E-03
6454,11079400,  1.1998226E+02,  2.0914881E-02,  8.9110320E-03
6455,11081800,  1.1997543E+02,  2.3705883E-02,  1.1592927E-02
6456,11084200,  1.1998083E+02,  2.8818673E-02,  1.3718061E-02
6457,11086600,  1.2000976E+02,  2.2462347E-02,  1.6278963E-02
6458,11089300,  1.1998304E+02,  1.5454030E-02,  1.6679430E-03
6459,11091700,  1.1999546E+02,  3.3644211E-02,  4.2136270E-03
6460,11094000,  1.1996923E+02,  7.2281721E-03,  6.4680190E-03
6461,11096400,  1.1998600E+02,  3.4526264E-02,  9.0944660E-03
6462,11098800,  1.2000658E+02,  2.6023327E-02,  1.1536513E-02
6463,11101200,  1.1998552E+02,  5.6979739E-02,  1.4144819E-02
6464,11103600,  1.2001162E+02,  1.4463333E-02,  1.6620283E-02
6465,11106000,  1.2000050E+02,  1.6931319E-02,  1.8772714E-02
6466,11108400,  1.1998897E+02,  1.3992998E-02,  2.0885869E-02
6467,11111000,  1.1999088E+02,  1.2123711E-02,  3.2722200E-04
6468,11113400,  1.2001231E+02,  1.8191147E-02,  2.9070380E-03
6469,11115800,  1.2001048E+02,  3.8775978E-02,  5.6540590E-03
6470,11118200,  1.1997377E+02,  2.5583091E-02,  7.8608450E-03
6471,11120500,  1.1998202E+02,  3.9529435E-02,  2.3054320E-03
6472,11122900,  1.1999233E+02,  5.6811052E-03,  1.6610940E-03
6473,11125200,  1.1999542E+02,  9.1864806E-03,  4.0662230E-03
6474,11127600,  1.2001305E+02,  4.3479134E-02,  6.4530870E-03
6475,11130000,  1.2000061E+02,  9.4829618E-03,  8.9153160E-03
6476,11132400,  1.1999468E+02,  2.7362865E-02,  1.1320949E-02
6477,11134800,  1.1999595E+02,  1.3849806E-02,  1.3562505E-02
6478,11137200,  1.2000056E+02,  7.7296918E-03,  1.5709661E-02
6479,11139500,  1.2000512E+02,  3.2381784E-02,  1.8111519E-02
6480,11141900,  1.1999992E+02,  7.2188108E-03,  2.0232285E-02
6481,11144300,  1.1997918E+02,  6.2254193E-03,  2.2486576E-02
6482,11146700,  1.1998085E+02,  2.2249893E-02,  2.4671696E-02
6483,11149100,  1.2003589E+02,  1.5170026E-02,  2.7220720E-02
6484,11151500,  1.1997759E+02,  8.9258974E-03,  2.9599287E-02
6485,11153900,  1.1999089E+02,  2.3892192E-02,  3.1661476E-02
6486,11156300,  1.1998920E+02,  3.2845158E-02,  3.3647703E-02
6487,11158700,  1.1996636E+02,  3.4687902E-02,  3.5982573E-02
6488,11161100,  1.2000888E+02,  3.9750140E-02,  3.8236445E-02
6489,11163500,  1.1997504E+02,  3.8092516E-02,  2.3267734E-02
6490,11165800,  1.2000914E+02,  2.9681027E-02,  5.0809810E-03
6491,11168100,  1.1999438E+02,  3.2968631E-02,  4.5316720E-02
6492,11170500,  1.1997770E+02,  1.1146000E-02,  4.7490889E-02
6493,11172900,  1.2001289E+02,  3.5111607E-02,  4.9709716E-02
6494,11175300,  1.2000150E+02,  1.8867628E-02,  5.2287460E-02
6495,11177700,  1.2000686E+02,  2.3351245E-02,  5.4432232E-02
6496,11180100,  1.1998830E+02,  2.3880462E-03,  5.6671302E-02
6497,11182500,  1.1999809E+02,  1.1313631E-02,  5.7981004E-02
6498,11184900,  1.1998689E+02,  2.5718063E-02,  2.8468980E-03
6499,11187100,  1.1998924E+02,  2.4484596E-02,  1.9972150E-01
6500,11189300,  1.1997506E+02,  1.1382698E-02,  7.1292656E-02
6501,10000500,  1.2002846E+02,  6.0211660E-03,  9.7701119E-01
6502,10002900,  1.2000571E+02,  2.0948423E-02,  4.8466000E-05
6503,10005300,  1.2000294E+02,  3.7778359E-02,  5.8574000E-05
6504,10007700,  1.1999292E+02,  6.9765841E-03,  7.6768000E-05
6505,10010100,  1.1998686E+02,  3.4833279E-02,  1.4071000E-05
6506,10012500,  1.2000462E+02,  4.6681399E-02,  1.5179900E-04
6507,10014800,  1.2000197E+02,  1.3520011E-02,  8.2583000E-05
6508,10017200,  1.2004746E+02,  1.9869555E-02,  2.0530600E-04
6509,10019600,  1.1997646E+02,  6.9439436E-03,  3.2286100E-04
6510,10022000,  1.2001371E+02,  1.3828709E-02,  2.7323100E-04
6511,10024400,  1.2000729E+02,  1.7076273E-02,  1.7913200E-04
6512,10026700,  1.1998959E+02,  5.2117819E-02,  5.8738000E-05
6513,10029000,  1.1999191E+02,  9.8780154E-03,  9.2697000E-05
6514,10031400,  1.1998305E+02,  3.6833714E-02,  7.6640200E-04
6515,10033800,  1.1998648E+02,  3.3253838E-02,  8.7487500E-04
6516,10036100,  1.2001091E+02,  5.1078025E-02,  8.7559100E-04
6517,10038500,  1.1999570E+02,  4.7196426E-02,  7.3555000E-04
6518,10040900,  1.1999381E+02,  2.7953239E-02,  6.4059000E-04
6519,10043300,  1.2003270E+02,  1.5531531E-02,  8.4124000E-04
6520,10045700,  1.1999926E+02,  1.3847556E-02,  6.5208500E-04
6521,10048100,  1.1999913E+02,  9.3907859E-03,  5.1080500E-04
6522,10050500,  1.1998237E+02,  2.2578222E-02,  5.2732000E-04
6523,10052900,  1.1999765E+02,  1.6221805E-02,  4.0183200E-04
6524,10055300,  1.1999335E+02,  3.0728843E-03,  4.3500700E-04
6525,10057500,  1.2001971E+02,  1.6354057E-02,  4.4005200E-04
6526,10059900,  1.1998998E+02,  3.3080235E-02,  5.2039600E-04
6527,10062200,  1.1996346E+02,  2.4351969E-02,  5.1345800E-04
6528,10064600,  1.2002009E+02,  4.5379640E-02,  4.8130600E-04
6529,10067000,  1.1997339E+02,  1.7873417E-02,  2.4990200E-04
6530,10069400,  1.2000170E+02,  2.9692918E-02,  1.8813000E-04
6531,10071800,  1.2002309E+02,  6.3210981E-03,  8.1727000E-05
6532,10074200,  1.2000454E+02,  7.7939901E-03,  1.1601300E-04
6533,10076600,  1.1999667E+02,  2.2367088E-02,  1.0081100E-04
6534,10079000,  1.2000986E+02,  2.1886593E-02,  9.6399000E-05
6535,10081400,  1.2000924E+02,  5.6595143E-03,  1.2398100E-04
6536,10083700,  1.2000893E+02,  8.1405384E-03,  3.2763021E-01
6537,10086100,  1.2000286E+02,  1.2947768E-02,  3.0922587E-01
6538,10088500,  1.2000957E+02,  4.0535667E-02,  2.9110805E-01
6539,10090900,  1.2001107E+02,  4.3309997E-02,  2.7255674E-01
6540,10093400,  1.2001842E+02,  4.1046585E-02,  5.2410001E-06
6541,10095800,  1.1999926E+02,  2.8512846E-02,  4.9630000E-05
6542,10098200,  1.1999035E+02,  2.1205755E-02,  3.6413000E-05
6543,10100600,  1.2003013E+02,  4.7962705E-02,  7.8682000E-05
6544,10103000,  1.1999985E+02,  9.5025821E-03,  5.5119999E-06
6545,10105400,  1.1998696E+02,  4.2554948E-02,  4.2107000E-05
6546,10107800,  1.1999108E+02,  2.7823592E-02,  6.7563000E-05
6547,10110200,  1.2000392E+02,  3.6414687E-02,  2.0386000E-05
6548,10112600,  1.2000552E+02,  5.9006352E-02,  1.3650210E-02
6549,10114900,  1.1998688E+02,  2.1323895E-02,  2.0256000E-05
6550,10117100,  1.2000639E+02,  1.6606307E-02,  7.0978264E-02
6551,10119600,  1.1999538E+02,  1.3785931E-02,  5.2572751E-02
6552,10122000,  1.1999675E+02,  1.1260584E-02,  9.2010000E-05
6553,10124400,  1.2001081E+02,  3.6491129E-03,  4.5373000E-05
6554,10126600,  1.2001920E+02,  1.5238461E-02,  2.9737000E-05
6555,10129000,  1.2000269E+02,  3.0997334E-02,  7.5137000E-05
6556,10131400,  1.1998666E+02,  5.2941714E-02,  6.5625000E-05
6557,10133800,  1.1997411E+02,  1.5392872E-02,  1.1936800E-04
6558,10136200,  1.1998834E+02,  5.0490506E-02,  2.6474900E-04
6559,10138600,  1.2001298E+02,  3.2049116E-02,  2.8189800E-04
6560,10141000,  1.1997387E+02,  7.1124366E-03,  3.7794400E-04
6561,10143300,  1.2003480E+02,  5.9823692E-03,  3.8927200E-04
6562,10145700,  1.2002710E+02,  5.4273603E-02,  4.2690700E-04
6563,10148100,  1.1999570E+02,  1.6585550E-02,  4.8955600E-04
6564,10150500,  1.1998994E+02,  2.4864579E-02,  5.3815600E-04
6565,10152800,  1.2001186E+02,  2.3101879E-02,  7.0305900E-04
6566,10155200,  1.1998459E+02,  2.4254771E-02,  6.6999900E-04
6567,10157600,  1.1996755E+02,  2.4831447E-02,  5.4690200E-04
6568,10160000,  1.1999832E+02,  2.6335291E-02,  6.1904700E-04
6569,10162400,  1.1999641E+02,  4.1700197E-02,  4.8715100E-04
6570,10164800,  1.2002769E+02,  9.2058903E-03,  3.8609100E-04
6571,10167200,  1.2000212E+02,  2.1820395E-02,  6.3903000E-04
6572,10169600,  1.1998633E+02,  1.0759346E-02,  6.4073200E-04
6573,10171900,  1.2001238E+02,  3.3325933E-02,  7.7463300E-04
6574,10174300,  1.1999943E+02,  2.5210651E-02,  8.0770400E-04
6575,10176600,  1.1998170E+02,  2.6697409E-02,  9.5194600E-04
6576,10179000,  1.1999166E+02,  2.4101277E-02,  8.2254300E-04
6577,10181400,  1.2000905E+02,  5.0740753E-02,  7.7255500E-04
6578,10183800,  1.2001375E+02,  1.5549099E-02,  8.2074800E-04
6579,10186200,  1.2001171E+02,  1.3742535E-02,  6.7785800E-04
6580,10188600,  1.1997006E+02,  1.8417180E-02,  7.5017700E-04
6581,10190900,  1.1996972E+02,  1.9111137E-02,  9.3252100E-04
6582,10193300,  1.2000040E+02,  2.0964925E-02,  1.1461400E-03
6583,10195700,  1.1998616E+02,  2.4589379E-02,  1.1182510E-03
6584,10198100,  1.1999432E+02,  5.2819496E-02,  1.3026230E-03
6585,10200500,  1.1998945E+02,  2.4598374E-02,  1.4111150E-03
6586,10202900,  1.2002033E+02,  2.5576742E-02,  1.5087880E-03
6587,10205300,  1.2000262E+02,  2.0781844E-02,  1.7325880E-03
6588,10207700,  1.1999886E+02,  1.3139479E-02,  1.7246470E-03
6589,10210100,  1.1999828E+02,  5.2425523E-02,  1.8108070E-03
6590,10212500,  1.2000194E+02,  2.9573214E-02,  1.8983000E-03
6591,10214900,  1.2001762E+02,  2.7068161E-02,  1.8695370E-03
6592,10217300,  1.1998070E+02,  2.6752045E-02,  1.8863770E-03
6593,10219700,  1.1999535E+02,  1.8126845E-02,  1.9717780E-03
6594,10222100,  1.2000606E+02,  2.9457881E-02,  1.7888420E-03
6595,10224500,  1.2001055E+02,  2.3757004E-02,  1.6792520E-03
6596,10226900,  1.1999504E+02,  4.3051998E-02,  1.7185020E-03
6597,10229200,  1.2001971E+02,  1.0706860E-02,  1.7590380E-03
6598,10231600,  1.1999985E+02,  4.5515346E-03,  1.8029920E-03
6599,10234000,  1.1998507E+02,  1.1520813E-02,  1.8515090E-03
6600,10236300,  1.2002590E+02,  1.8765327E-02,  1.7799680E-03
6601,10238700,  1.1999235E+02,  2.2103591E-02,  1.8961010E-03
6602,10241100,  1.1998264E+02,  2.3785945E-02,  1.9890770E-03
6603,10243400,  1.1995472E+02,  1.4448797E-02,  2.1286070E-03
6604,10245800,  1.1999822E+02,  3.9474141E-02,  2.2243560E-03
6605,10248200,  1.2000554E+02,  2.5662852E-02,  2.3371230E-03
6606,10250600,  1.1998455E+02,  2.4433059E-02,  2.4911810E-03
6607,10253000,  1.2000545E+02,  1.5430596E-02,  2.4445800E-03
6608,10255300,  1.1999458E+02,  7.1191918E-03,  2.6575080E-03
6609,10257600,  1.1999111E+02,  4.5545582E-03,  2.7858600E-03
6610,10260000,  1.1999078E+02,  5.0205972E-02,  2.9909680E-03
6611,10262400,  1.2000066E+02,  1.5252909E-02,  3.0614470E-03
6612,10264800,  1.1999707E+02,  1.8238220E-02,  3.3126580E-03
6613,10267200,  1.1998386E+02,  2.3774724E-02,  3.3071800E-03
6614,10269600,  1.1998482E+02,  1.3393131E-02,  3.4765960E-03
6615,10272000,  1.1998910E+02,  2.7261202E-02,  3.5754910E-03
6616,10274400,  1.2002443E+02,  2.6967886E-02,  3.7740230E-03
6617,10276800,  1.2001605E+02,  3.5117097E-02,  3.8080550E-03
6618,10279200,  1.2000580E+02,  5.4429700E-03,  3.8950180E-03
6619,10281600,  1.2001983E+02,  2.8245636E-02,  4.1623740E-03
6620,10284000,  1.2001455E+02,  4.7475308E-02,  4.2840630E-03
6621,10286200,  1.2001081E+02,  4.7001394E-02,  4.2775520E-03
6622,10288600,  1.2002541E+02,  1.2411482E-02,  4.4188170E-03
6623,10291000,  1.2000931E+02,  2.1993231E-02,  4.5725650E-03
6624,10293400,  1.1999658E+02,  1.7857812E-02,  4.7782570E-03
6625,10295700,  1.1998444E+02,  1.6947228E-02,  4.8349770E-03
6626,10298100,  1.1998157E+02,  3.4237431E-02,  5.1029280E-03
6627,10300500,  1.1998515E+02,  7.2984107E-03,  5.0352060E-03
6628,10302900,  1.2000552E+02,  2.0390460E-02,  5.0963990E-03
6629,10305300,  1.2005000E+02,  1.2708838E-02,  5.3939770E-03
6630,10307600,  1.1998838E+02,  3.6195771E-02,  5.6150600E-03
6631,10309900,  1.1998543E+02,  7.9899277E-03,  5.6091810E-03
6632,10312300,  1.2000058E+02,  2.2411768E-02,  5.6356890E-03
6633,10314700,  1.2000419E+02,  3.2679785E-03,  5.5711360E-03
6634,10317000,  1.1996207E+02,  3.7796113E-02,  5.3395510E-03
6635,10319300,  1.1994514E+02,  1.3587671E-02,  5.2928950E-03
6636,10321700,  1.2001181E+02,  4.7396406E-02,  5.0112410E-03
6637,10324000,  1.1997549E+02,  1.2016179E-02,  1.5275070E-03
6638,10326200,  1.1997973E+02,  2.4791352E-02,  2.9265230E-03
6639,10328400,  1.1998905E+02,  1.1286610E-02,  5.0541150E-03
6640,10330800,  1.1998957E+02,  1.4615664E-02,  5.0423080E-03
6641,10333200,  1.2001017E+02,  3.6068175E-02,  4.9746700E-03
6642,10335600,  1.2002767E+02,  2.6542963E-02,  5.0069210E-03
6643,10338000,  1.1999787E+02,  8.5837916E-03,  5.1528560E-03
6644,10340400,  1.1997758E+02,  3.6709599E-02,  5.2478570E-03
6645,10342800,  1.1999426E+02,  5.3781693E-02,  5.2970470E-03
6646,10345100,  1.1999233E+02,  1.1451042E-02,  5.4244320E-03
6647,10347500,  1.2000409E+02,  3.3677020E-02,  5.5121880E-03
6648,10349900,  1.1998996E+02,  3.5237380E-02,  5.4270840E-03
6649,10352300,  1.1996377E+02,  3.4644088E-02,  2.9275130E-03
6650,10354600,  1.2000290E+02,  1.3210514E-02,  5.7380770E-03
6651,10357000,  1.2000604E+02,  2.5456168E-02,  5.9921900E-03
6652,10359400,  1.1999170E+02,  1.7329816E-02,  6.1453630E-03
6653,10361800,  1.2002774E+02,  2.5951373E-02,  6.3965490E-03
6654,10364200,  1.2001222E+02,  1.1032376E-02,  6.7845070E-03
6655,10366600,  1.2002047E+02,  3.2989171E-02,  7.1700240E-03
6656,10369000,  1.2003508E+02,  4.1106763E-02,  7.5358400E-03
6657,10371400,  1.1997361E+02,  2.4642456E-02,  7.6692410E-03
6658,10373800,  1.2001679E+02,  2.1189663E-02,  7.9868440E-03
6659,10376200,  1.1999063E+02,  4.7515523E-02,  8.3068930E-03
6660,10378600,  1.2000793E+02,  1.8142930E-02,  8.4501820E-03
6661,10381000,  1.1999554E+02,  2.0027846E-02,  8.8220540E-03
6662,10383400,  1.2002719E+02,  1.8007197E-02,  2.3911790E-03
6663,10385600,  1.1997709E+02,  1.5928793E-02,  9.5230540E-03
6664,10388100,  1.1996579E+02,  2.1334860E-02,  2.6969000E-05
6665,10390500,  1.2001223E+02,  6.4184413E-03,  1.0413300E-04
6666,10392900,  1.2000138E+02,  8.3521834E-03,  1.2930400E-04
6667,10395300,  1.1999324E+02,  8.0228400E-03,  1.8950500E-04
6668,10397700,  1.2000010E+02,  2.0628024E-02,  3.9682500E-04
6669,10400100,  1.1999319E+02,  3.2183949E-02,  6.2018600E-04
6670,10402400,  1.1998580E+02,  1.3238437E-02,  7.7510200E-04
6671,10404800,  1.2001686E+02,  3.4582056E-02,  1.1594550E-03
6672,10407200,  1.2002986E+02,  2.1988922E-02,  1.6678220E-03
6673,10409600,  1.2001761E+02,  2.2597684E-02,  1.9186060E-03
6674,10412000,  1.1999396E+02,  2.2523820E-02,  2.2801780E-03
6675,10414300,  1.1999160E+02,  1.4460666E-02,  2.7363870E-03
6676,10416800,  1.2000127E+02,  3.3081911E-02,  4.7134000E-05
6677,10419200,  1.2000890E+02,  1.1409491E-02,  2.2196700E-04
6678,10421600,  1.2000884E+02,  5.2717765E-03,  2.3610000E-04
6679,10424000,  1.2001521E+02,  4.0857602E-02,  3.8454000E-04
6680,10426400,  1.1998942E+02,  2.6615456E-02,  7.4176200E-04
6681,10428800,  1.2000587E+02,  5.1808378E-02,  9.1549000E-04
6682,10431100,  1.2000625E+02,  3.4754878E-02,  1.1741830E-03
6683,10433500,  1.1999285E+02,  1.5835701E-02,  1.0089880E-03
6684,10435900,  1.1998698E+02,  2.0474283E-02,  8.6002100E-04
6685,10438300,  1.1996684E+02,  5.4683864E-02,  9.1774700E-04
6686,10440700,  1.2001096E+02,  8.2080843E-03,  7.2951800E-04
6687,10443200,  1.2000701E+02,  1.3406522E-02,  2.1711630E-03
6688,10445600,  1.1999748E+02,  3.5534594E-02,  2.3249290E-03
6689,10448000,  1.1999346E+02,  2.1841717E-02,  2.1232990E-03
6690,10450300,  1.2000555E+02,  1.7003863E-02,  2.0176810E-03
6691,10452700,  1.1998576E+02,  1.6670602E-02,  1.6266720E-03
6692,10455100,  1.2000871E+02,  2.3936843E-02,  2.0459610E-03
6693,10457500,  1.2001272E+02,  2.9839123E-02,  2.1115620E-03
6694,10459800,  1.1999019E+02,  2.4485973E-02,  2.0775620E-03
6695,10462200,  1.1999585E+02,  5.2707815E-03,  2.3461200E-03
6696,10464500,  1.1997304E+02,  1.6275116E-02,  2.5833200E-03
6697,10466900,  1.1997292E+02,  3.5182288E-02,  2.6832680E-03
6698,10469300,  1.2002076E+02,  1.4456428E-02,  2.7194110E-03
6699,10471700,  1.2001209E+02,  1.8308571E-02,  2.1644930E-03
6700,10474000,  1.2001437E+02,  3.4225948E-02,  3.0892700E-03
6701,10476400,  1.1998119E+02,  2.5489301E-02,  3.0861320E-03
6702,10478800,  1.1999446E+02,  2.3458742E-02,  3.1551060E-03
6703,10481200,  1.2000425E+02,  7.4284706E-03,  3.0991660E-03
6704,10483600,  1.1998912E+02,  2.5833699E-02,  3.0586160E-03
6705,10486000,  1.1998691E+02,  1.3312476E-02,  2.7327200E-03
6706,10488400,  1.1999523E+02,  3.6488341E-02,  2.3544280E-03
6707,10490800,  1.1999526E+02,  1.2796341E-02,  2.0943460E-03
6708,10493100,  1.1999543E+02,  4.7931639E-02,  2.1302780E-03
6709,10495500,  1.2000279E+02,  3.3365228E-02,  2.0124380E-03
6710,10497900,  1.1995113E+02,  3.0815236E-02,  1.9206460E-03
6711,10500300,  1.1998673E+02,  1.4918549E-02,  1.8078030E-03
6712,10502700,  1.2000076E+02,  1.0376174E-02,  1.6540330E-03
6713,10505100,  1.2000502E+02,  3.5387470E-02,  1.3052800E-03
6714,10507500,  1.2000852E+02,  4.4193564E-02,  8.7393800E-04
6715,10509900,  1.2000787E+02,  1.4374446E-02,  3.8610200E-04
6716,10512300,  1.2000118E+02,  2.2019830E-02,  1.2233600E-04
