 batch,history,calc_int,stddev,batch_time
3306,10726100,  1.1995490E+02,  1.0218682E-02,  9.7629160E-03
3307,10728400,  1.1998601E+02,  2.9582234E-02,  9.5889810E-03
3308,10730800,  1.1998429E+02,  2.8368005E-02,  9.5651920E-03
3309,10733200,  1.2000621E+02,  3.3284757E-02,  9.6047590E-03
3310,10735600,  1.1998371E+02,  3.9817168E-03,  9.6756910E-03
3311,10738000,  1.1997446E+02,  4.1750740E-02,  3.5214260E-03
3312,10740300,  1.2001582E+02,  1.1325218E-02,  9.9010690E-03
3313,10742700,  1.1998657E+02,  1.5024679E-02,  2.8997620E-03
3314,10745000,  1.1998351E+02,  3.2060915E-02,  9.8667260E-03
3315,10747400,  1.2000243E+02,  1.6512204E-02,  9.6955150E-03
3316,10749800,  1.1998427E+02,  1.8852953E-02,  9.7170050E-03
3317,10752200,  1.2000473E+02,  3.0409280E-02,  9.7792690E-03
3318,10754600,  1.2000371E+02,  1.9643329E-02,  9.9518040E-03
3319,10757000,  1.1999392E+02,  2.3965355E-02,  1.0123709E-02
3320,10759400,  1.1999687E+02,  2.5345825E-02,  1.0029710E-02
3321,10761800,  1.1999605E+02,  3.6845530E-02,  1.0063304E-02
3322,10764200,  1.1999508E+02,  3.4390643E-02,  9.8240810E-03
3323,10766600,  1.2002075E+02,  1.8655754E-02,  9.8667130E-03
3324,10768900,  1.1998572E+02,  4.6454496E-03,  9.6244380E-03
3325,10771300,  1.1998993E+02,  1.6276477E-02,  5.3266050E-03
3326,10773600,  1.2000242E+02,  1.2376530E-02,  8.9705950E-03
3327,10775900,  1.1998565E+02,  1.9333463E-02,  8.6489380E-03
3328,10778300,  1.2002112E+02,  2.0959864E-02,  8.7133010E-03
3329,10780700,  1.1998485E+02,  2.5444582E-02,  8.5646450E-03
3330,10783000,  1.1999401E+02,  2.7465640E-02,  8.3901750E-03
3331,10785400,  1.1999412E+02,  1.5000390E-02,  8.0699300E-03
3332,10787800,  1.1999457E+02,  1.0197389E-02,  7.9538030E-03
3333,10790200,  1.1996227E+02,  2.0254026E-02,  7.9983890E-03
3334,10792600,  1.2002837E+02,  2.4428765E-02,  5.3315140E-03
3335,10794900,  1.2003029E+02,  2.8168755E-02,  7.8614610E-03
3336,10797300,  1.2000265E+02,  1.7089185E-02,  7.7393690E-03
3337,10799700,  1.2000663E+02,  2.3611171E-02,  7.7417060E-03
3338,10802100,  1.1997452E+02,  2.3249366E-02,  7.9088250E-03
3339,10804500,  1.2001053E+02,  3.7600561E-02,  7.7029430E-03
3340,10806900,  1.1999404E+02,  1.3639424E-02,  7.6351010E-03
3341,10809300,  1.2001106E+02,  1.9421437E-02,  7.3296250E-03
3342,10811700,  1.2001650E+02,  1.3007862E-02,  7.2087660E-03
3343,10814100,  1.1998931E+02,  2.0373261E-02,  7.1577230E-03
3344,10816400,  1.1999233E+02,  1.5912429E-02,  6.8581940E-03
3345,10818800,  1.2000239E+02,  9.9855637E-03,  6.3560540E-03
3346,10821200,  1.2000950E+02,  2.9010321E-02,  6.1381740E-03
3347,10823600,  1.2000360E+02,  5.6473196E-03,  5.8513870E-03
3348,10826000,  1.2000120E+02,  3.0319491E-02,  5.7991700E-03
3349,10828200,  1.1998740E+02,  2.6861872E-02,  5.9048990E-03
3350,10830600,  1.2001612E+02,  2.9945859E-02,  5.6256500E-03
3351,10833000,  1.2001224E+02,  1.4025709E-02,  5.8619520E-03
3352,10835400,  1.1998768E+02,  2.5382226E-02,  5.8715510E-03
3353,10837800,  1.2002845E+02,  3.3108727E-02,  6.2778950E-03
3354,10840200,  1.2000502E+02,  4.5957596E-02,  6.3432260E-03
3355,10842600,  1.1999873E+02,  1.9264953E-02,  6.6041160E-03
3356,10845000,  1.2000023E+02,  1.9413906E-02,  6.5753200E-03
3357,10847400,  1.1997979E+02,  1.7573376E-02,  6.7887550E-03
3358,10849800,  1.1998685E+02,  1.6575598E-02,  6.8299580E-03
3359,10852200,  1.2002114E+02,  4.9970899E-02,  7.0481830E-03
3360,10854600,  1.1998308E+02,  8.4530611E-03,  7.2908730E-03
3361,10857000,  1.2000131E+02,  3.2967016E-02,  7.5258660E-03
3362,10859300,  1.1998833E+02,  1.3684715E-02,  7.4719530E-03
3363,10861700,  1.1999588E+02,  1.4697991E-02,  7.8665940E-03
3364,10864100,  1.2002156E+02,  3.0737998E-02,  8.2518790E-03
3365,10866500,  1.1999877E+02,  6.2134228E-03,  8.4696000E-03
3366,10868900,  1.2000352E+02,  1.4185652E-02,  8.4320500E-03
3367,10871300,  1.2001163E+02,  2.4038270E-02,  7.7698240E-03
3368,10873600,  1.2000913E+02,  3.3887748E-02,  8.7530390E-03
3369,10876000,  1.2001664E+02,  4.5769343E-02,  8.7095730E-03
3370,10878400,  1.2000144E+02,  2.1242793E-02,  8.7164490E-03
3371,10880800,  1.2001898E+02,  3.3680540E-02,  8.9294980E-03
3372,10883200,  1.2001894E+02,  1.9392787E-02,  9.0570350E-03
3373,10885600,  1.2001500E+02,  8.3489117E-03,  9.1517540E-03
3374,10887900,  1.2000595E+02,  1.2674378E-02,  8.9607310E-03
3375,10890300,  1.2001004E+02,  1.7505185E-02,  9.0371760E-03
3376,10892700,  1.2004285E+02,  1.6894241E-02,  9.0658640E-03
3377,10895100,  1.1998652E+02,  1.4673336E-02,  6.8335550E-03
3378,10897400,  1.2000659E+02,  3.7042376E-02,  9.1284780E-03
3379,10899800,  1.1997884E+02,  3.7277926E-02,  9.1839300E-03
3380,10902200,  1.2000407E+02,  2.5896927E-02,  4.8895200E-04
3381,10904400,  1.1999502E+02,  2.9593667E-02,  9.2997500E-03
3382,10906800,  1.1997163E+02,  2.6357852E-03,  9.2783870E-03
3383,10909200,  1.2002606E+02,  4.3492565E-02,  9.3848370E-03
3384,10911600,  1.1998427E+02,  1.8917401E-02,  9.3276370E-03
3385,10914000,  1.1999781E+02,  1.3651411E-02,  9.1834230E-03
3386,10916300,  1.1999282E+02,  2.5005829E-02,  8.9944550E-03
3387,10918700,  1.2001932E+02,  1.3538917E-02,  8.5876380E-03
3388,10921100,  1.2000953E+02,  1.4772587E-02,  8.4064080E-03
3389,10923500,  1.1998126E+02,  2.5630201E-02,  8.1548860E-03
3390,10925900,  1.1998421E+02,  1.5981245E-02,  7.9021460E-03
3391,10928300,  1.1999562E+02,  3.1006538E-02,  7.8738000E-03
3392,10930700,  1.2000342E+02,  1.1631580E-02,  7.7433370E-03
3393,10933100,  1.2000657E+02,  1.4473673E-02,  7.2661190E-03
3394,10935500,  1.2000895E+02,  1.9966048E-02,  7.0289520E-03
3395,10937900,  1.1999074E+02,  7.2782301E-03,  6.5755880E-03
3396,10940300,  1.1997357E+02,  3.3528058E-02,  6.4550800E-03
3397,10942700,  1.1996133E+02,  1.8065839E-02,  3.3768040E-03
3398,10945000,  1.1998442E+02,  3.1852273E-02,  6.4961920E-03
3399,10947200,  1.1998688E+02,  4.1833635E-02,  6.1235750E-03
3400,10949600,  1.1999596E+02,  1.7609078E-02,  6.2699420E-03
3401,10952000,  1.2001887E+02,  3.5840247E-03,  6.5969820E-03
3402,10954400,  1.2001029E+02,  2.4101071E-02,  6.5855900E-03
3403,10956800,  1.1998109E+02,  2.5784802E-02,  6.4861770E-03
3404,10959200,  1.2001298E+02,  2.0381133E-02,  6.4658950E-03
3405,10961500,  1.1999770E+02,  4.6341624E-03,  6.5200330E-03
3406,10963900,  1.2002061E+02,  4.1630352E-03,  6.3040190E-03
3407,10966300,  1.1999248E+02,  3.4038562E-02,  6.1497090E-03
3408,10968700,  1.1999689E+02,  1.9868602E-02,  5.9871440E-03
3409,10971000,  1.1999714E+02,  1.3606412E-02,  5.4646080E-03
3410,10973400,  1.2001167E+02,  4.9568920E-03,  5.3869990E-03
3411,10975800,  1.1999799E+02,  2.0689786E-02,  5.0032310E-03
3412,10978200,  1.1999550E+02,  2.9907253E-02,  4.9517100E-03
3413,10980600,  1.1999103E+02,  2.3058290E-02,  4.7533830E-03
3414,10983000,  1.1997565E+02,  4.4211796E-02,  3.8357350E-03
3415,10985300,  1.2001102E+02,  2.8131480E-02,  5.0135220E-03
3416,10987600,  1.2003559E+02,  3.4983345E-02,  4.8712180E-03
3417,10989900,  1.1999435E+02,  4.3736280E-02,  4.3326900E-04
3418,10992000,  1.1999232E+02,  4.4171329E-02,  4.5029780E-03
3419,10994300,  1.1999954E+02,  1.5953741E-02,  4.3742820E-03
3420,10996700,  1.2000303E+02,  5.8441917E-02,  4.4279790E-03
3421,10999100,  1.1998827E+02,  2.8673555E-02,  4.7017020E-03
3422,11001500,  1.2001610E+02,  7.5512682E-03,  4.5882330E-03
3423,11003900,  1.2001665E+02,  3.9524583E-02,  4.8224640E-03
3424,11006100,  1.1999656E+02,  2.0215277E-02,  4.7533770E-03
3425,11008500,  1.1998752E+02,  4.4848129E-02,  4.8445540E-03
3426,11010900,  1.1998667E+02,  4.4926263E-02,  5.0024660E-03
3427,11013300,  1.1999505E+02,  2.1654071E-02,  5.2963660E-03
3428,11015700,  1.2002344E+02,  2.8224586E-02,  5.2177130E-03
3429,11018100,  1.2000281E+02,  1.3522980E-02,  5.3461000E-03
3430,11020500,  1.2000677E+02,  1.2482471E-02,  5.2703550E-03
3431,11022900,  1.1998899E+02,  1.1000863E-02,  5.6750310E-03
3432,11025300,  1.1999589E+02,  2.5499546E-02,  5.7724410E-03
3433,11027700,  1.2000338E+02,  1.7088955E-02,  6.1297370E-03
3434,11030100,  1.1999859E+02,  1.7861655E-02,  6.3918790E-03
3435,11032300,  1.1999974E+02,  3.3534297E-02,  6.6514690E-03
3436,11034700,  1.1999220E+02,  3.2826144E-02,  6.9693720E-03
3437,11037100,  1.1999268E+02,  9.4659636E-03,  6.7089030E-03
3438,11039500,  1.2000196E+02,  1.5821197E-02,  6.9332550E-03
3439,11041900,  1.2000574E+02,  1.6038628E-02,  7.0344200E-03
3440,11044300,  1.1999295E+02,  4.7449786E-03,  7.4379380E-03
3441,11046700,  1.1999184E+02,  3.9288841E-02,  7.4207940E-03
3442,11049000,  1.2003278E+02,  1.5238927E-02,  7.6919470E-03
3443,11051400,  1.1997766E+02,  8.9436552E-03,  7.5103260E-03
3444,11053800,  1.1999798E+02,  1.4610870E-02,  7.5226820E-03
3445,11056200,  1.2000379E+02,  4.0417612E-02,  7.5400240E-03
3446,11058600,  1.1997261E+02,  1.6910764E-02,  7.5757830E-03
3447,11061000,  1.2002803E+02,  1.9205361E-02,  7.7652060E-03
3448,11063400,  1.2000501E+02,  2.8709964E-02,  7.7877340E-03
3449,11065700,  1.2000493E+02,  8.4869198E-03,  7.8391530E-03
3450,11068100,  1.1998501E+02,  1.0699312E-02,  7.9826100E-03
3451,11070500,  1.2001312E+02,  2.4158492E-02,  8.2275840E-03
3452,11072900,  1.2003241E+02,  2.9561019E-02,  8.1818290E-03
3453,11075300,  1.1999608E+02,  7.2478145E-02,  8.4551670E-03
3454,11077600,  1.2000438E+02,  1.4317529E-02,  8.2895280E-03
3455,11080000,  1.2001680E+02,  1.2270479E-02,  8.3815630E-03
3456,11082400,  1.1996136E+02,  2.5461188E-02,  8.4184480E-03
3457,11084800,  1.2000223E+02,  2.4398396E-02,  8.4316320E-03
3458,11087200,  1.2000542E+02,  2.5351329E-02,  8.3476340E-03
3459,11089600,  1.1997728E+02,  1.6058096E-02,  8.6950180E-03
3460,11092000,  1.1997484E+02,  2.4067406E-02,  8.7706210E-03
3461,11094300,  1.1998725E+02,  2.1352683E-02,  9.1481240E-03
3462,11096700,  1.1999958E+02,  2.3240192E-02,  9.3372440E-03
3463,11099100,  1.2001945E+02,  2.3577440E-02,  9.7345990E-03
3464,11101500,  1.2000764E+02,  3.4156421E-02,  9.9451500E-03
3465,11103900,  1.2001038E+02,  7.0907829E-03,  9.9745140E-03
3466,11106300,  1.1999819E+02,  2.0728842E-02,  1.0107191E-02
3467,11108700,  1.1998379E+02,  1.9503721E-02,  1.0062284E-02
3468,11111100,  1.1999888E+02,  3.7493138E-03,  1.0163765E-02
3469,11113500,  1.1999464E+02,  2.3377586E-02,  7.7487550E-03
3470,11115900,  1.2000029E+02,  3.1227513E-02,  5.1729100E-03
3471,11118300,  1.1998671E+02,  2.1044790E-02,  2.9131870E-03
3472,11120600,  1.1999154E+02,  3.5234405E-02,  8.6476900E-04
3473,11122800,  1.2001355E+02,  3.6415799E-02,  3.9315720E-03
3474,11125100,  1.1999215E+02,  1.1152638E-02,  1.0950995E-02
3475,11127500,  1.2003304E+02,  2.6765817E-02,  1.0913961E-02
3476,11129900,  1.2000948E+02,  1.2748171E-02,  1.0891617E-02
3477,11132300,  1.2001352E+02,  1.1728892E-02,  1.0877240E-02
3478,11134700,  1.1999620E+02,  1.3929496E-02,  1.1143611E-02
3479,11137100,  1.1999889E+02,  1.0465043E-02,  1.1251659E-02
3480,11139400,  1.2002235E+02,  1.3741779E-02,  1.1268539E-02
3481,11141800,  1.2000599E+02,  1.7718073E-02,  1.1307173E-02
3482,11144200,  1.1998215E+02,  9.2240744E-03,  1.1347940E-02
3483,11146600,  1.2001490E+02,  1.6930351E-02,  1.1469069E-02
3484,11149000,  1.2003277E+02,  1.1004352E-02,  1.1393176E-02
3485,11151400,  1.1997955E+02,  4.3339295E-03,  1.1565055E-02
3486,11153800,  1.2000471E+02,  2.1043020E-02,  1.1595066E-02
3487,11156200,  1.1997583E+02,  1.8994105E-02,  1.1782716E-02
3488,11158600,  1.1999953E+02,  1.4639553E-02,  1.1489425E-02
3489,11161000,  1.1999926E+02,  3.1122188E-02,  2.9304610E-03
3490,11163200,  1.1998940E+02,  5.2573067E-02,  1.1544956E-02
3491,11165600,  1.2001011E+02,  2.8298603E-02,  1.1643341E-02
3492,11168000,  1.1998605E+02,  2.6414004E-02,  1.1568217E-02
3493,11170400,  1.1999518E+02,  1.9930482E-02,  1.1434028E-02
3494,11172800,  1.2000731E+02,  3.1475800E-02,  1.1472037E-02
3495,11175200,  1.1997203E+02,  3.5257683E-02,  1.1167557E-02
3496,11177600,  1.2001779E+02,  2.9610300E-02,  1.1357977E-02
3497,11180000,  1.1999766E+02,  1.4821210E-02,  1.1207785E-02
3498,11182300,  1.2000183E+02,  1.6159105E-02,  2.6756910E-03
3499,11184600,  1.1997793E+02,  1.7559970E-02,  1.0976265E-02
3500,11187000,  1.1999099E+02,  2.7367442E-02,  1.3620336E-01
3501,10001400,  1.2001233E+02,  2.1911046E-02,  5.3635000E-05
3502,10003700,  1.1999810E+02,  1.6537168E-02,  3.6041200E-04
3503,10006000,  1.2000058E+02,  3.8336201E-02,  4.5738900E-04
3504,10008500,  1.1999423E+02,  8.9176972E-03,  4.7027000E-04
3505,10010900,  1.1999536E+02,  4.4301223E-02,  4.0350800E-04
3506,10013300,  1.2001129E+02,  4.2679171E-02,  5.4669400E-04
3507,10015700,  1.2002349E+02,  5.0271345E-02,  5.0496900E-04
3508,10018100,  1.2002641E+02,  1.7534324E-02,  1.3481200E-04
3509,10020500,  1.1998099E+02,  1.3613968E-02,  3.4587100E-04
3510,10022800,  1.1998584E+02,  4.3617792E-02,  5.7529300E-04
3511,10025200,  1.2000199E+02,  1.4830799E-02,  6.4246000E-04
3512,10027700,  1.1998436E+02,  4.9536302E-02,  6.1909500E-04
3513,10030100,  1.1999697E+02,  4.0519349E-03,  9.2585400E-04
3514,10032500,  1.2000380E+02,  2.1915107E-02,  1.0948860E-03
3515,10034900,  1.1998294E+02,  2.7236912E-02,  1.2206560E-03
3516,10037300,  1.2002542E+02,  2.7836950E-02,  1.0210140E-03
3517,10039700,  1.2002880E+02,  1.4184763E-02,  1.0950770E-03
3518,10042100,  1.2000474E+02,  1.0640959E-02,  1.0801020E-03
3519,10044500,  1.1998914E+02,  3.1900933E-02,  1.1431880E-03
3520,10046900,  1.2000616E+02,  1.2401787E-02,  1.1472710E-03
3521,10049300,  1.2000514E+02,  1.4765766E-02,  1.1757710E-03
3522,10051700,  1.1999868E+02,  2.6121464E-02,  1.0648770E-03
3523,10054100,  1.1996474E+02,  3.7156473E-02,  1.1708990E-03
3524,10056500,  1.1999775E+02,  9.6887213E-03,  1.0900110E-03
3525,10058900,  1.1999961E+02,  3.5468412E-02,  1.1032410E-03
3526,10061300,  1.2001168E+02,  3.2895649E-02,  1.1388850E-03
3527,10063700,  1.2000600E+02,  5.2376690E-02,  1.2619820E-03
3528,10066100,  1.2000522E+02,  3.9812587E-02,  1.1333900E-03
3529,10068500,  1.1999456E+02,  2.3310177E-02,  1.1551600E-03
3530,10070800,  1.2000878E+02,  1.2643937E-02,  9.5321000E-04
3531,10073100,  1.2000578E+02,  4.2826951E-02,  1.0833460E-03
3532,10075500,  1.1998850E+02,  1.8294211E-02,  1.0673580E-03
3533,10077900,  1.1999489E+02,  2.7897300E-02,  1.2181660E-03
3534,10080200,  1.2000814E+02,  2.5607818E-02,  1.3490070E-03
3535,10082600,  1.2001068E+02,  5.5694587E-03,  1.4237670E-03
3536,10085000,  1.1999001E+02,  3.2694417E-02,  1.4909420E-03
3537,10087400,  1.1999162E+02,  1.3229562E-02,  1.4671470E-03
3538,10089800,  1.2001193E+02,  2.1724558E-03,  1.6963930E-03
3539,10092200,  1.1999047E+02,  4.2696528E-02,  1.6017570E-03
3540,10094600,  1.2000991E+02,  1.1857913E-02,  1.7003380E-03
3541,10097000,  1.2000533E+02,  2.6505832E-02,  1.7914120E-03
3542,10099400,  1.2001426E+02,  1.0908218E-02,  1.7485960E-03
3543,10101800,  1.2002739E+02,  1.2499340E-02,  1.7512920E-03
3544,10104200,  1.1998487E+02,  2.5555612E-02,  1.7077720E-03
3545,10106600,  1.1998774E+02,  3.6487827E-03,  1.8727220E-03
3546,10109000,  1.1999975E+02,  1.9491408E-02,  1.7619590E-03
3547,10111400,  1.1999941E+02,  2.8769077E-02,  1.7377570E-03
3548,10113800,  1.2000912E+02,  9.8045543E-03,  1.7489060E-03
3549,10116200,  1.1999311E+02,  2.8238694E-02,  1.6532970E-03
3550,10118600,  1.1999510E+02,  2.2557498E-02,  1.6572670E-03
3551,10121000,  1.2000118E+02,  1.4551814E-02,  1.8226790E-03
3552,10123400,  1.2000893E+02,  1.5872831E-02,  1.8896850E-03
3553,10125800,  1.1999398E+02,  7.8750700E-03,  1.9133920E-03
3554,10128200,  1.1996698E+02,  1.6310368E-02,  2.0605900E-03
3555,10130600,  1.1999033E+02,  1.5169114E-02,  2.0027140E-03
3556,10133000,  1.2001786E+02,  9.7826216E-03,  1.8162630E-03
3557,10135400,  1.1998858E+02,  3.4879105E-02,  1.8313830E-03
3558,10137800,  1.1998849E+02,  1.1707163E-02,  1.7039240E-03
3559,10140100,  1.1999792E+02,  1.5184353E-02,  1.6699290E-03
3560,10142500,  1.2002664E+02,  2.0089461E-02,  1.7871300E-03
3561,10144800,  1.2000493E+02,  1.3692831E-02,  1.7529720E-03
3562,10147200,  1.1999683E+02,  1.5792682E-02,  1.8206560E-03
3563,10149600,  1.2001240E+02,  3.5933746E-02,  1.8043950E-03
3564,10152000,  1.1999613E+02,  1.7531253E-02,  1.8017290E-03
3565,10154400,  1.1999998E+02,  4.7610885E-02,  1.7361850E-03
3566,10156800,  1.2001366E+02,  1.7942457E-02,  1.5380740E-03
3567,10159100,  1.2002405E+02,  7.5958920E-03,  1.5159750E-03
3568,10161500,  1.2002457E+02,  3.5511981E-02,  1.4884480E-03
3569,10163900,  1.1999703E+02,  1.6236659E-02,  1.6350560E-03
3570,10166300,  1.1998683E+02,  2.5753498E-02,  1.6741410E-03
3571,10168700,  1.2000756E+02,  2.3506132E-02,  1.8286540E-03
3572,10171100,  1.2000365E+02,  3.4671743E-02,  2.0708180E-03
3573,10173500,  1.2002610E+02,  1.9220823E-02,  2.1076620E-03
3574,10175900,  1.1999569E+02,  3.0602335E-02,  2.1500980E-03
3575,10178300,  1.2003039E+02,  1.0377057E-02,  2.1223790E-03
3576,10180700,  1.1998576E+02,  4.5207133E-02,  2.0880230E-03
3577,10183100,  1.1998046E+02,  4.7126623E-02,  2.0203470E-03
3578,10185500,  1.1999003E+02,  1.8074983E-02,  2.0255640E-03
3579,10187900,  1.1998775E+02,  1.6751011E-02,  2.0519230E-03
3580,10190300,  1.2001776E+02,  3.3994245E-02,  2.0462210E-03
3581,10192700,  1.1999922E+02,  2.0908823E-02,  2.2359510E-03
3582,10195100,  1.2001822E+02,  1.0215120E-02,  2.1920580E-03
3583,10197500,  1.1998912E+02,  1.3783380E-02,  2.0775580E-03
3584,10199900,  1.2002634E+02,  4.4971593E-02,  2.1475480E-03
3585,10202300,  1.2000601E+02,  2.1514642E-02,  2.3281320E-03
3586,10204700,  1.1997992E+02,  4.6801442E-02,  2.3396700E-03
3587,10207100,  1.2001649E+02,  2.1671389E-02,  2.5125220E-03
3588,10209400,  1.1999486E+02,  1.2296783E-02,  2.4678280E-03
3589,10211700,  1.2001267E+02,  1.9581973E-02,  2.4119030E-03
3590,10214100,  1.1999312E+02,  2.3314306E-02,  2.7143600E-03
3591,10216400,  1.1999007E+02,  3.6876837E-02,  2.6232100E-03
3592,10218800,  1.2000063E+02,  5.8641227E-03,  2.6151620E-03
3593,10221200,  1.2001357E+02,  8.2292591E-03,  2.7000960E-03
3594,10223600,  1.2000104E+02,  1.6186818E-02,  2.6916240E-03
3595,10226000,  1.1997856E+02,  1.1391430E-02,  2.6503080E-03
3596,10228400,  1.2001414E+02,  1.9470517E-02,  2.5796640E-03
3597,10230800,  1.2002948E+02,  2.9381890E-02,  2.6466960E-03
3598,10233200,  1.2000163E+02,  1.8426154E-02,  2.7691380E-03
3599,10235600,  1.1999997E+02,  1.2149655E-02,  2.9120760E-03
3600,10238000,  1.1999548E+02,  2.7043724E-02,  1.5862400E-03
3601,10240300,  1.2000644E+02,  3.6703292E-02,  2.7686400E-03
3602,10242700,  1.2002094E+02,  1.7129880E-02,  2.9310860E-03
3603,10245100,  1.1999650E+02,  8.6000604E-03,  2.9717470E-03
3604,10247500,  1.1999020E+02,  1.3516377E-02,  2.9080370E-03
3605,10249900,  1.1996665E+02,  1.7477280E-02,  3.1166430E-03
3606,10252400,  1.1997556E+02,  1.0274831E-02,  6.7983000E-05
3607,10254700,  1.2000996E+02,  3.8538717E-02,  3.2664000E-05
3608,10257100,  1.2001174E+02,  2.5318267E-02,  4.0556000E-05
3609,10259500,  1.2002293E+02,  1.3794225E-02,  1.6543100E-04
3610,10261900,  1.1997907E+02,  2.4533557E-02,  1.5450900E-04
3611,10264300,  1.1995377E+02,  3.2400112E-02,  2.5097900E-04
3612,10266700,  1.1995975E+02,  2.5263661E-02,  3.4359100E-04
3613,10269100,  1.2002658E+02,  2.4061106E-02,  1.4065400E-04
3614,10271500,  1.2001471E+02,  1.8989567E-03,  3.4752000E-05
3615,10273900,  1.2001078E+02,  4.3545155E-02,  1.1093200E-04
3616,10276300,  1.2000285E+02,  3.0990758E-02,  3.8427000E-05
3617,10278600,  1.1999862E+02,  1.3453392E-02,  2.4418000E-05
3618,10281000,  1.1999466E+02,  5.2868153E-03,  7.5557000E-05
3619,10283400,  1.2000090E+02,  1.5899682E-02,  5.2605000E-05
3620,10285800,  1.2001590E+02,  3.8992739E-02,  3.3488510E-03
3621,10288100,  1.1999730E+02,  3.7860383E-02,  3.4972510E-03
3622,10290400,  1.2000410E+02,  2.3860008E-02,  2.0047520E-03
3623,10292700,  1.1999801E+02,  2.2473291E-02,  3.6465580E-03
3624,10295100,  1.2000019E+02,  2.5972817E-02,  3.7808250E-03
3625,10297500,  1.2000054E+02,  1.8642814E-02,  3.8191650E-03
3626,10299900,  1.2001466E+02,  3.0953681E-02,  3.6557250E-03
3627,10302300,  1.1999566E+02,  2.8851032E-02,  3.9297200E-03
3628,10304700,  1.2002924E+02,  1.8328177E-02,  3.8565040E-03
3629,10307100,  1.1996256E+02,  1.4069449E-02,  3.8756460E-03
3630,10309500,  1.1999170E+02,  1.0129634E-02,  3.8142080E-03
3631,10311900,  1.2002433E+02,  1.2208033E-02,  3.8159130E-03
3632,10314300,  1.2000547E+02,  1.3012748E-03,  3.8712710E-03
3633,10316700,  1.1996823E+02,  4.5473750E-02,  3.8202140E-03
3634,10319000,  1.1995981E+02,  3.8194191E-02,  3.8141720E-03
3635,10321400,  1.1998524E+02,  2.4063538E-03,  3.8885640E-03
3636,10323900,  1.1997335E+02,  1.0613364E-02,  3.4962980E-03
3637,10326600,  1.1998345E+02,  2.5107125E-02,  1.1391400E-03
3638,10329100,  1.2000246E+02,  1.1965025E-02,  5.9093200E-04
3639,10331500,  1.1998648E+02,  9.2913992E-03,  4.0041260E-03
3640,10334100,  1.2001599E+02,  1.4157540E-02,  3.9611740E-03
3641,10336500,  1.1999400E+02,  3.3940242E-02,  4.1465500E-03
3642,10338900,  1.2001130E+02,  2.4207858E-02,  4.0375630E-03
3643,10341300,  1.2000853E+02,  3.0722278E-02,  4.1195580E-03
3644,10343700,  1.1998513E+02,  1.2288483E-02,  4.1456920E-03
3645,10346100,  1.1999660E+02,  2.1816938E-02,  4.1588320E-03
3646,10348400,  1.2003970E+02,  3.6777605E-02,  4.1822120E-03
3647,10350800,  1.1996659E+02,  4.0426593E-02,  4.3188460E-03
3648,10353200,  1.2002308E+02,  4.9320714E-02,  4.4559870E-03
3649,10355600,  1.2000015E+02,  3.4813805E-02,  4.5959260E-03
3650,10358000,  1.2000788E+02,  2.5417237E-02,  4.6278070E-03
3651,10360300,  1.1998377E+02,  3.2807664E-02,  4.6688790E-03
3652,10362700,  1.1999351E+02,  3.7896770E-02,  4.6486200E-03
3653,10365100,  1.1999878E+02,  1.8942346E-02,  4.5473730E-03
3654,10367500,  1.1999500E+02,  1.1371705E-02,  4.6666770E-03
3655,10369900,  1.2000791E+02,  2.9709050E-02,  4.7264450E-03
3656,10372300,  1.2001201E+02,  2.7421666E-02,  4.5720170E-03
3657,10374700,  1.1996774E+02,  3.5171991E-02,  4.7535910E-03
3658,10377100,  1.2000423E+02,  1.3640209E-02,  4.6575860E-03
3659,10379500,  1.1999270E+02,  3.0112247E-02,  4.7311690E-03
3660,10381900,  1.1999673E+02,  3.9913365E-02,  4.9779710E-03
3661,10384300,  1.2000267E+02,  2.2783330E-02,  5.1724830E-03
3662,10386700,  1.1999709E+02,  2.8176669E-02,  5.3368540E-03
3663,10389100,  1.2000395E+02,  2.6658427E-02,  5.2734450E-03
3664,10391500,  1.1999772E+02,  2.1972285E-02,  5.3608340E-03
3665,10393900,  1.1999890E+02,  2.0185806E-02,  5.5992000E-03
3666,10396300,  1.2001155E+02,  3.1822375E-02,  5.4783160E-03
3667,10398600,  1.1999933E+02,  1.5409661E-02,  5.4091460E-03
3668,10401000,  1.2000592E+02,  1.0634054E-02,  5.4824010E-03
3669,10403400,  1.2001229E+02,  2.1275968E-02,  5.4885550E-03
3670,10405800,  1.1999887E+02,  1.8703256E-02,  5.4817980E-03
3671,10408200,  1.2000055E+02,  1.8783689E-02,  5.7723560E-03
3672,10410600,  1.2000242E+02,  2.0126242E-02,  5.7308860E-03
3673,10413000,  1.1999174E+02,  1.5290762E-02,  5.6606350E-03
3674,10415400,  1.2000197E+02,  2.6473382E-02,  5.8868140E-03
3675,10417700,  1.2000058E+02,  2.2052808E-02,  5.8643590E-03
3676,10420100,  1.2000443E+02,  3.1175804E-02,  6.1222110E-03
3677,10422500,  1.1999509E+02,  3.4575090E-02,  6.1509600E-03
3678,10424800,  1.1997400E+02,  2.3158852E-02,  6.1303170E-03
3679,10427200,  1.2001702E+02,  2.9250172E-02,  6.1342070E-03
3680,10429600,  1.2003322E+02,  4.4122005E-02,  6.1939030E-03
3681,10431900,  1.2000009E+02,  1.0915056E-02,  6.2688810E-03
3682,10434300,  1.2000478E+02,  5.2725030E-02,  6.1561510E-03
