 batch,IMC_val,history_count,variance,stdv,rel_err
309,  5.4554359E-01,20435,  3.9417897E-03,  6.2783674E-02,  7.8998085E-04
310,  5.5346655E-01,20639,  3.9309635E-03,  6.2697396E-02,  7.8998085E-04
311,  5.5036327E-01,20845,  3.9197450E-03,  6.2607867E-02,  7.8998085E-04
312,  5.4040932E-01,21053,  3.9075709E-03,  6.2510566E-02,  7.8998085E-04
313,  5.0744730E-01,21263,  3.8966225E-03,  6.2422933E-02,  7.8998085E-04
314,  5.2029308E-01,21475,  3.8844726E-03,  6.2325537E-02,  7.8998085E-04
315,  4.9775965E-01,21689,  3.8752908E-03,  6.2251834E-02,  7.8998085E-04
316,  5.0337718E-01,21905,  3.8651322E-03,  6.2170188E-02,  7.8998085E-04
317,  5.4259641E-01,22124,  3.8535099E-03,  6.2076645E-02,  7.8998085E-04
318,  5.6396696E-01,22345,  3.8451876E-03,  6.2009577E-02,  7.8998085E-04
319,  5.1800734E-01,22568,  3.8335308E-03,  6.1915513E-02,  7.8998085E-04
320,  5.6414441E-01,22793,  3.8253455E-03,  6.1849378E-02,  7.8998085E-04
321,  5.4803176E-01,23020,  3.8145121E-03,  6.1761737E-02,  7.8998085E-04
322,  5.5608542E-01,23250,  3.8048686E-03,  6.1683617E-02,  7.8998085E-04
323,  5.7851660E-01,23482,  3.8005061E-03,  6.1648245E-02,  7.8998085E-04
324,  5.3651661E-01,23716,  3.7889214E-03,  6.1554216E-02,  7.8998085E-04
325,  5.1454537E-01,23953,  3.7779646E-03,  6.1465150E-02,  7.8998085E-04
326,  4.8713832E-01,24192,  3.7718948E-03,  6.1415753E-02,  7.8998085E-04
327,  5.5703250E-01,24433,  3.7626727E-03,  6.1340628E-02,  7.8998085E-04
328,  5.2337423E-01,24677,  3.7513179E-03,  6.1248004E-02,  7.8998085E-04
329,  5.0581574E-01,24923,  3.7416235E-03,  6.1168812E-02,  7.8998085E-04
330,  5.5179760E-01,25172,  3.7317896E-03,  6.1088375E-02,  7.8998085E-04
331,  5.2749381E-01,25423,  3.7205280E-03,  6.0996131E-02,  7.8998085E-04
332,  5.1750307E-01,25677,  3.7097571E-03,  6.0907775E-02,  7.8998085E-04
333,  5.2085176E-01,25933,  3.6988410E-03,  6.0818098E-02,  7.8998085E-04
334,  5.3373919E-01,26192,  3.6878207E-03,  6.0727430E-02,  7.8998085E-04
335,  5.2961977E-01,26453,  3.6768123E-03,  6.0636724E-02,  7.8998085E-04
336,  5.0089458E-01,26717,  3.6682968E-03,  6.0566466E-02,  7.8998085E-04
337,  5.1808103E-01,26984,  3.6577913E-03,  6.0479677E-02,  7.8998085E-04
338,  5.0833868E-01,27253,  3.6482751E-03,  6.0400953E-02,  7.8998085E-04
339,  5.3988420E-01,27525,  3.6378418E-03,  6.0314524E-02,  7.8998085E-04
340,  5.3517668E-01,27800,  3.6272419E-03,  6.0226588E-02,  7.8998085E-04
341,  4.9373736E-01,28078,  3.6203159E-03,  6.0169061E-02,  7.8998085E-04
342,  5.2196888E-01,28358,  3.6098851E-03,  6.0082319E-02,  7.8998085E-04
343,  5.1733116E-01,28641,  3.5997727E-03,  5.9998106E-02,  7.8998085E-04
344,  4.8912935E-01,28927,  3.5939628E-03,  5.9949669E-02,  7.8998085E-04
345,  5.5737666E-01,29216,  3.5858587E-03,  5.9882040E-02,  7.8998085E-04
346,  5.4705247E-01,29508,  3.5764167E-03,  5.9803150E-02,  7.8998085E-04
347,  5.3987263E-01,29803,  3.5664362E-03,  5.9719646E-02,  7.8998085E-04
348,  5.4485053E-01,30101,  3.5568851E-03,  5.9639627E-02,  7.8998085E-04
349,  5.0815441E-01,30402,  3.5479704E-03,  5.9564842E-02,  7.8998085E-04
350,  5.2514412E-01,30706,  3.5378810E-03,  5.9480089E-02,  7.8998085E-04
351,  5.4750909E-01,31013,  3.5287515E-03,  5.9403296E-02,  7.8998085E-04
352,  5.3920074E-01,31323,  3.5190058E-03,  5.9321208E-02,  7.8998085E-04
353,  5.1183643E-01,31636,  3.5098987E-03,  5.9244398E-02,  7.8998085E-04
354,  5.4920655E-01,31952,  3.5011052E-03,  5.9170138E-02,  7.8998085E-04
355,  5.3794658E-01,32271,  3.4914525E-03,  5.9088514E-02,  7.8998085E-04
356,  4.7890662E-01,32593,  3.4887681E-03,  5.9065794E-02,  7.8998085E-04
357,  5.1843887E-01,32918,  3.4793186E-03,  5.8985749E-02,  7.8998085E-04
358,  5.4238818E-01,33247,  3.4700871E-03,  5.8907445E-02,  7.8998085E-04
359,  5.5238970E-01,33579,  3.4619150E-03,  5.8838040E-02,  7.8998085E-04
360,  5.3536726E-01,33914,  3.4524017E-03,  5.8757142E-02,  7.8998085E-04
361,  5.4617324E-01,34253,  3.4436265E-03,  5.8682421E-02,  7.8998085E-04
362,  5.5694118E-01,34595,  3.4362143E-03,  5.8619231E-02,  7.8998085E-04
363,  4.9477527E-01,34940,  3.4300425E-03,  5.8566565E-02,  7.8998085E-04
364,  5.2285034E-01,35289,  3.4207336E-03,  5.8487038E-02,  7.8998085E-04
365,  5.4127430E-01,35641,  3.4117540E-03,  5.8410222E-02,  7.8998085E-04
366,  5.2267052E-01,35997,  3.4025529E-03,  5.8331406E-02,  7.8998085E-04
367,  5.2674735E-01,36356,  3.3932994E-03,  5.8252034E-02,  7.8998085E-04
368,  5.2164030E-01,36719,  3.3842375E-03,  5.8174199E-02,  7.8998085E-04
369,  5.2406256E-01,37086,  3.3751396E-03,  5.8095952E-02,  7.8998085E-04
370,  5.4537318E-01,37456,  3.3667171E-03,  5.8023419E-02,  7.8998085E-04
371,  5.1110847E-01,37830,  3.3585327E-03,  5.7952849E-02,  7.8998085E-04
372,  5.2148873E-01,38208,  3.3496662E-03,  5.7876301E-02,  7.8998085E-04
373,  5.1256663E-01,38590,  3.3414289E-03,  5.7805094E-02,  7.8998085E-04
374,  5.4653699E-01,38975,  3.3332968E-03,  5.7734711E-02,  7.8998085E-04
375,  5.3580187E-01,39364,  3.3245226E-03,  5.7658673E-02,  7.8998085E-04
376,  5.3160903E-01,39757,  3.3156955E-03,  5.7582076E-02,  7.8998085E-04
377,  5.1710825E-01,40154,  3.3072913E-03,  5.7509054E-02,  7.8998085E-04
378,  5.1524947E-01,40555,  3.2990576E-03,  5.7437424E-02,  7.8998085E-04
379,  5.5995981E-01,40960,  3.2928439E-03,  5.7383307E-02,  7.8998085E-04
380,  5.4952108E-01,41369,  3.2852545E-03,  5.7317139E-02,  7.8998085E-04
381,  5.2212888E-01,41782,  3.2767674E-03,  5.7243056E-02,  7.8998085E-04
382,  5.3135657E-01,42199,  3.2682004E-03,  5.7168177E-02,  7.8998085E-04
383,  5.2967728E-01,42620,  3.2596676E-03,  5.7093499E-02,  7.8998085E-04
384,  5.4643547E-01,43046,  3.2519402E-03,  5.7025785E-02,  7.8998085E-04
385,  5.0380659E-01,43476,  3.2451852E-03,  5.6966527E-02,  7.8998085E-04
386,  5.4689348E-01,43910,  3.2375784E-03,  5.6899722E-02,  7.8998085E-04
387,  5.2296075E-01,44349,  3.2293174E-03,  5.6827084E-02,  7.8998085E-04
388,  5.2954242E-01,44792,  3.2209946E-03,  5.6753807E-02,  7.8998085E-04
389,  5.4145192E-01,45239,  3.2130916E-03,  5.6684139E-02,  7.8998085E-04
390,  5.4321499E-01,45691,  3.2053442E-03,  5.6615759E-02,  7.8998085E-04
391,  5.2125207E-01,46147,  3.1973153E-03,  5.6544808E-02,  7.8998085E-04
392,  5.3497054E-01,46608,  3.1892388E-03,  5.6473346E-02,  7.8998085E-04
393,  5.4176726E-01,47074,  3.1815129E-03,  5.6404901E-02,  7.8998085E-04
394,  5.6201644E-01,47544,  3.1761287E-03,  5.6357153E-02,  7.8998085E-04
395,  5.3687207E-01,48019,  3.1682252E-03,  5.6286990E-02,  7.8998085E-04
396,  5.2168932E-01,48499,  3.1603790E-03,  5.6217248E-02,  7.8998085E-04
397,  5.2331562E-01,48983,  3.1525143E-03,  5.6147256E-02,  7.8998085E-04
398,  5.3458586E-01,49472,  3.1446587E-03,  5.6077257E-02,  7.8998085E-04
399,  5.0761271E-01,49966,  3.1379743E-03,  5.6017625E-02,  7.8998085E-04
400,  5.2848897E-01,50465,  3.1301316E-03,  5.5947579E-02,  7.8998085E-04
401,  5.4154357E-01,50969,  3.1226905E-03,  5.5881038E-02,  7.8998085E-04
402,  5.3081631E-01,51478,  3.1149271E-03,  5.5811532E-02,  7.8998085E-04
403,  5.4403260E-01,51992,  3.1077226E-03,  5.5746952E-02,  7.8998085E-04
404,  5.2580480E-01,52511,  3.1000641E-03,  5.5678219E-02,  7.8998085E-04
405,  5.5062681E-01,53036,  3.0935093E-03,  5.5619325E-02,  7.8998085E-04
406,  5.1489077E-01,53566,  3.0864177E-03,  5.5555537E-02,  7.8998085E-04
407,  5.5218943E-01,54101,  3.0800947E-03,  5.5498601E-02,  7.8998085E-04
408,  5.2809910E-01,54642,  3.0725507E-03,  5.5430594E-02,  7.8998085E-04
409,  5.3372186E-01,55188,  3.0650805E-03,  5.5363169E-02,  7.8998085E-04
410,  5.5621416E-01,55739,  3.0593313E-03,  5.5311222E-02,  7.8998085E-04
411,  5.3367802E-01,56296,  3.0519272E-03,  5.5244250E-02,  7.8998085E-04
412,  5.1960980E-01,56858,  3.0447637E-03,  5.5179378E-02,  7.8998085E-04
413,  5.1140890E-01,57426,  3.0381930E-03,  5.5119806E-02,  7.8998085E-04
414,  5.1491385E-01,58000,  3.0313728E-03,  5.5057904E-02,  7.8998085E-04
415,  5.3726004E-01,58580,  3.0242113E-03,  5.4992830E-02,  7.8998085E-04
416,  5.3513433E-01,59165,  3.0170160E-03,  5.4927370E-02,  7.8998085E-04
417,  5.2256525E-01,59756,  3.0098986E-03,  5.4862542E-02,  7.8998085E-04
418,  5.3045923E-01,60353,  3.0026998E-03,  5.4796896E-02,  7.8998085E-04
419,  4.8772804E-01,60956,  2.9997006E-03,  5.4769523E-02,  7.8998085E-04
420,  5.2850335E-01,61565,  2.9925606E-03,  5.4704302E-02,  7.8998085E-04
421,  5.3006200E-01,62180,  2.9854533E-03,  5.4639302E-02,  7.8998085E-04
422,  5.3940677E-01,62801,  2.9786125E-03,  5.4576666E-02,  7.8998085E-04
423,  5.4246312E-01,63429,  2.9719680E-03,  5.4515759E-02,  7.8998085E-04
424,  5.2785416E-01,64063,  2.9649652E-03,  5.4451494E-02,  7.8998085E-04
425,  5.3371960E-01,64703,  2.9580303E-03,  5.4387777E-02,  7.8998085E-04
426,  5.1699217E-01,65350,  2.9514543E-03,  5.4327289E-02,  7.8998085E-04
427,  5.5213879E-01,66003,  2.9457404E-03,  5.4274675E-02,  7.8998085E-04
428,  5.3470225E-01,66663,  2.9389197E-03,  5.4211804E-02,  7.8998085E-04
429,  5.3562864E-01,67329,  2.9321548E-03,  5.4149375E-02,  7.8998085E-04
430,  5.3218714E-01,68002,  2.9253517E-03,  5.4086520E-02,  7.8998085E-04
431,  5.4132680E-01,68682,  2.9188838E-03,  5.4026695E-02,  7.8998085E-04
432,  5.3459493E-01,69368,  2.9121846E-03,  5.3964660E-02,  7.8998085E-04
433,  5.5233130E-01,70061,  2.9066477E-03,  5.3913335E-02,  7.8998085E-04
434,  5.4235582E-01,70761,  2.9003203E-03,  5.3854622E-02,  7.8998085E-04
435,  5.5141944E-01,71468,  2.8947349E-03,  5.3802740E-02,  7.8998085E-04
436,  5.2727675E-01,72182,  2.8881096E-03,  5.3741135E-02,  7.8998085E-04
437,  5.3210748E-01,72903,  2.8815134E-03,  5.3679730E-02,  7.8998085E-04
438,  5.3782197E-01,73632,  2.8750830E-03,  5.3619801E-02,  7.8998085E-04
439,  5.1409358E-01,74368,  2.8690922E-03,  5.3563908E-02,  7.8998085E-04
440,  5.4206380E-01,75111,  2.8629164E-03,  5.3506227E-02,  7.8998085E-04
441,  5.4209883E-01,75862,  2.8567690E-03,  5.3448751E-02,  7.8998085E-04
442,  5.4499454E-01,76620,  2.8508277E-03,  5.3393142E-02,  7.8998085E-04
443,  5.3410846E-01,77386,  2.8444338E-03,  5.3333233E-02,  7.8998085E-04
444,  5.3632591E-01,78159,  2.8381221E-03,  5.3274029E-02,  7.8998085E-04
445,  5.2248479E-01,78940,  2.8318658E-03,  5.3215278E-02,  7.8998085E-04
446,  5.6085246E-01,79729,  2.8276693E-03,  5.3175834E-02,  7.8998085E-04
447,  5.2279792E-01,80526,  2.8214560E-03,  5.3117380E-02,  7.8998085E-04
448,  5.3703509E-01,81331,  2.8152720E-03,  5.3059137E-02,  7.8998085E-04
449,  5.1822017E-01,82144,  2.8093051E-03,  5.3002878E-02,  7.8998085E-04
450,  5.3941191E-01,82965,  2.8032639E-03,  5.2945858E-02,  7.8998085E-04
451,  5.2888692E-01,83794,  2.7970505E-03,  5.2887149E-02,  7.8998085E-04
452,  5.3748876E-01,84631,  2.7909897E-03,  5.2829818E-02,  7.8998085E-04
453,  5.2674104E-01,85477,  2.7848507E-03,  5.2771685E-02,  7.8998085E-04
454,  5.3714787E-01,86331,  2.7788320E-03,  5.2714628E-02,  7.8998085E-04
455,  5.1121385E-01,87194,  2.7734920E-03,  5.2663953E-02,  7.8998085E-04
456,  5.2930353E-01,88065,  2.7674105E-03,  5.2606183E-02,  7.8998085E-04
457,  5.3587113E-01,88945,  2.7614333E-03,  5.2549342E-02,  7.8998085E-04
458,  5.1770488E-01,89834,  2.7557274E-03,  5.2495023E-02,  7.8998085E-04
459,  5.1157424E-01,90732,  2.7504508E-03,  5.2444740E-02,  7.8998085E-04
460,  5.3912390E-01,91639,  2.7446592E-03,  5.2389495E-02,  7.8998085E-04
461,  5.2975826E-01,92555,  2.7387055E-03,  5.2332643E-02,  7.8998085E-04
462,  5.4404642E-01,93480,  2.7332133E-03,  5.2280142E-02,  7.8998085E-04
463,  5.2179991E-01,94414,  2.7274505E-03,  5.2224999E-02,  7.8998085E-04
464,  5.2193656E-01,95358,  2.7217072E-03,  5.2169984E-02,  7.8998085E-04
465,  5.3099057E-01,96311,  2.7158570E-03,  5.2113885E-02,  7.8998085E-04
466,  5.1034098E-01,97274,  2.7108432E-03,  5.2065759E-02,  7.8998085E-04
467,  5.3218261E-01,98246,  2.7050506E-03,  5.2010100E-02,  7.8998085E-04
468,  5.0990915E-01,99228,  2.7001145E-03,  5.1962626E-02,  7.8998085E-04
469,  5.4846607E-01,100220,  2.6951017E-03,  5.1914369E-02,  7.8998085E-04
470,  5.1936175E-01,101222,  2.6895988E-03,  5.1861342E-02,  7.8998085E-04
471,  5.2716081E-01,102234,  2.6839030E-03,  5.1806399E-02,  7.8998085E-04
472,  5.3318051E-01,103256,  2.6782413E-03,  5.1751727E-02,  7.8998085E-04
473,  5.3286061E-01,104288,  2.6725990E-03,  5.1697186E-02,  7.8998085E-04
474,  5.1865590E-01,105330,  2.6672215E-03,  5.1645150E-02,  7.8998085E-04
475,  5.1056700E-01,106383,  2.6623806E-03,  5.1598261E-02,  7.8998085E-04
476,  5.1534387E-01,107446,  2.6572209E-03,  5.1548238E-02,  7.8998085E-04
477,  5.3116506E-01,108520,  2.6516547E-03,  5.1494220E-02,  7.8998085E-04
478,  5.2909595E-01,109605,  2.6461081E-03,  5.1440335E-02,  7.8998085E-04
479,  5.2873293E-01,110701,  2.6405858E-03,  5.1386630E-02,  7.8998085E-04
480,  5.3738793E-01,111808,  2.6352076E-03,  5.1334273E-02,  7.8998085E-04
481,  5.2908848E-01,112926,  2.6297298E-03,  5.1280891E-02,  7.8998085E-04
482,  5.4457010E-01,114055,  2.6247312E-03,  5.1232131E-02,  7.8998085E-04
483,  5.3316267E-01,115195,  2.6193212E-03,  5.1179305E-02,  7.8998085E-04
484,  5.2620198E-01,116346,  2.6139353E-03,  5.1126659E-02,  7.8998085E-04
485,  5.1513003E-01,117509,  2.6089849E-03,  5.1078223E-02,  7.8998085E-04
486,  5.2743490E-01,118684,  2.6036272E-03,  5.1025751E-02,  7.8998085E-04
487,  5.3568972E-01,119870,  2.5983544E-03,  5.0974056E-02,  7.8998085E-04
488,  5.2581900E-01,121068,  2.5930609E-03,  5.0922107E-02,  7.8998085E-04
489,  5.5091595E-01,122278,  2.5886760E-03,  5.0879033E-02,  7.8998085E-04
490,  5.4371009E-01,123500,  2.5837898E-03,  5.0830992E-02,  7.8998085E-04
491,  5.4901254E-01,124735,  2.5792793E-03,  5.0786605E-02,  7.8998085E-04
492,  5.4385123E-01,125982,  2.5744362E-03,  5.0738902E-02,  7.8998085E-04
493,  5.2409342E-01,127241,  2.5692812E-03,  5.0688078E-02,  7.8998085E-04
494,  5.2099933E-01,128513,  2.5642380E-03,  5.0638306E-02,  7.8998085E-04
495,  5.3599196E-01,129798,  2.5591346E-03,  5.0587890E-02,  7.8998085E-04
496,  5.3551262E-01,131095,  2.5540400E-03,  5.0537511E-02,  7.8998085E-04
497,  5.1768616E-01,132405,  2.5491978E-03,  5.0489581E-02,  7.8998085E-04
498,  5.2631931E-01,133729,  2.5441035E-03,  5.0439107E-02,  7.8998085E-04
499,  5.3377765E-01,135066,  2.5390365E-03,  5.0388853E-02,  7.8998085E-04
500,  5.3031907E-01,136416,  2.5339590E-03,  5.0338444E-02,  7.8998085E-04
501,  5.1172637E-01,137780,  2.5295533E-03,  5.0294665E-02,  7.8998085E-04
502,  5.3428228E-01,139157,  2.5245546E-03,  5.0244946E-02,  7.8998085E-04
503,  5.2977225E-01,140548,  2.5195356E-03,  5.0194976E-02,  7.8998085E-04
504,  5.1502581E-01,141953,  2.5149683E-03,  5.0149460E-02,  7.8998085E-04
505,  5.3715469E-01,143372,  2.5100962E-03,  5.0100860E-02,  7.8998085E-04
506,  5.3355512E-01,144805,  2.5051636E-03,  5.0051610E-02,  7.8998085E-04
507,  5.3236861E-01,146253,  2.5002356E-03,  5.0002356E-02,  7.8998085E-04
508,  5.3051310E-01,147715,  2.4953149E-03,  4.9953127E-02,  7.8998085E-04
509,  5.2602854E-01,149192,  2.4904403E-03,  4.9904312E-02,  7.8998085E-04
510,  5.2617472E-01,150683,  2.4855826E-03,  4.9855617E-02,  7.8998085E-04
511,  5.3937976E-01,152189,  2.4808985E-03,  4.9808619E-02,  7.8998085E-04
512,  5.3456569E-01,153710,  2.4760974E-03,  4.9760399E-02,  7.8998085E-04
513,  5.1272349E-01,155247,  2.4718384E-03,  4.9717586E-02,  7.8998085E-04
514,  5.3180477E-01,156799,  2.4670374E-03,  4.9669280E-02,  7.8998085E-04
515,  5.3151453E-01,158366,  2.4622528E-03,  4.9621093E-02,  7.8998085E-04
516,  5.3031916E-01,159949,  2.4574816E-03,  4.9572993E-02,  7.8998085E-04
517,  5.2452864E-01,161548,  2.4527815E-03,  4.9525564E-02,  7.8998085E-04
518,  5.3157001E-01,163163,  2.4480526E-03,  4.9477800E-02,  7.8998085E-04
519,  5.1758183E-01,164794,  2.4436217E-03,  4.9433002E-02,  7.8998085E-04
520,  5.3302926E-01,166441,  2.4389430E-03,  4.9385656E-02,  7.8998085E-04
521,  5.2285956E-01,168105,  2.4343529E-03,  4.9339162E-02,  7.8998085E-04
522,  5.3036877E-01,169786,  2.4296901E-03,  4.9291887E-02,  7.8998085E-04
523,  5.2071061E-01,171483,  2.4252002E-03,  4.9246322E-02,  7.8998085E-04
524,  5.2381802E-01,173197,  2.4206385E-03,  4.9199985E-02,  7.8998085E-04
525,  5.3128740E-01,174928,  2.4160324E-03,  4.9153153E-02,  7.8998085E-04
526,  5.3217086E-01,176677,  2.4114506E-03,  4.9106523E-02,  7.8998085E-04
527,  5.4386067E-01,178443,  2.4072533E-03,  4.9063768E-02,  7.8998085E-04
528,  5.3034900E-01,180227,  2.4026948E-03,  4.9017291E-02,  7.8998085E-04
529,  5.3905330E-01,182029,  2.3983161E-03,  4.8972605E-02,  7.8998085E-04
530,  5.4248457E-01,183849,  2.3940954E-03,  4.8929494E-02,  7.8998085E-04
531,  5.2885691E-01,185687,  2.3895884E-03,  4.8883416E-02,  7.8998085E-04
532,  5.3203524E-01,187543,  2.3851061E-03,  4.8837548E-02,  7.8998085E-04
533,  5.2286165E-01,189418,  2.3807213E-03,  4.8792636E-02,  7.8998085E-04
534,  5.3836892E-01,191312,  2.3764008E-03,  4.8748342E-02,  7.8998085E-04
535,  5.3058814E-01,193225,  2.3719601E-03,  4.8702773E-02,  7.8998085E-04
536,  5.2757750E-01,195157,  2.3675440E-03,  4.8657415E-02,  7.8998085E-04
537,  5.3638413E-01,197108,  2.3632158E-03,  4.8612918E-02,  7.8998085E-04
538,  5.4571783E-01,199079,  2.3592928E-03,  4.8572552E-02,  7.8998085E-04
539,  5.4251497E-01,201069,  2.3552132E-03,  4.8530539E-02,  7.8998085E-04
540,  5.1824872E-01,203079,  2.3511010E-03,  4.8488153E-02,  7.8998085E-04
541,  5.3670826E-01,205109,  2.3468422E-03,  4.8444217E-02,  7.8998085E-04
542,  5.3204044E-01,207160,  2.3425210E-03,  4.8399598E-02,  7.8998085E-04
543,  5.3966207E-01,209231,  2.3383837E-03,  4.8356838E-02,  7.8998085E-04
544,  5.3705138E-01,211323,  2.3341797E-03,  4.8313349E-02,  7.8998085E-04
545,  5.3402245E-01,213436,  2.3299281E-03,  4.8269329E-02,  7.8998085E-04
546,  5.3824529E-01,215570,  2.3257883E-03,  4.8226428E-02,  7.8998085E-04
547,  5.3302274E-01,217725,  2.3215541E-03,  4.8182508E-02,  7.8998085E-04
548,  5.2485302E-01,219902,  2.3173644E-03,  4.8139011E-02,  7.8998085E-04
549,  5.3056688E-01,222101,  2.3131441E-03,  4.8095157E-02,  7.8998085E-04
550,  5.2819959E-01,224322,  2.3089437E-03,  4.8051469E-02,  7.8998085E-04
551,  5.2802616E-01,226565,  2.3047596E-03,  4.8007912E-02,  7.8998085E-04
552,  5.3012028E-01,228830,  2.3005844E-03,  4.7964408E-02,  7.8998085E-04
553,  5.2562231E-01,231118,  2.2964573E-03,  4.7921366E-02,  7.8998085E-04
554,  5.3151808E-01,233429,  2.2923168E-03,  4.7878146E-02,  7.8998085E-04
555,  5.2924744E-01,235763,  2.2881873E-03,  4.7835001E-02,  7.8998085E-04
556,  5.3377702E-01,238120,  2.2840989E-03,  4.7792247E-02,  7.8998085E-04
557,  5.4016293E-01,240501,  2.2801868E-03,  4.7751301E-02,  7.8998085E-04
558,  5.3565555E-01,242906,  2.2761592E-03,  4.7709111E-02,  7.8998085E-04
559,  5.3060534E-01,245335,  2.2720882E-03,  4.7666426E-02,  7.8998085E-04
560,  5.3195350E-01,247788,  2.2680382E-03,  4.7623924E-02,  7.8998085E-04
561,  5.1959937E-01,250265,  2.2641855E-03,  4.7583458E-02,  7.8998085E-04
562,  5.2873774E-01,252767,  2.2601592E-03,  4.7541131E-02,  7.8998085E-04
563,  5.3274171E-01,255294,  2.2561588E-03,  4.7499040E-02,  7.8998085E-04
564,  5.3665896E-01,257846,  2.2522389E-03,  4.7457759E-02,  7.8998085E-04
565,  5.4214783E-01,260424,  2.2485162E-03,  4.7418522E-02,  7.8998085E-04
566,  5.2918171E-01,263028,  2.2445446E-03,  4.7376625E-02,  7.8998085E-04
567,  5.3879530E-01,265658,  2.2407236E-03,  4.7336282E-02,  7.8998085E-04
568,  5.2872208E-01,268314,  2.2367814E-03,  4.7294623E-02,  7.8998085E-04
569,  5.2789975E-01,270997,  2.2328578E-03,  4.7253125E-02,  7.8998085E-04
570,  5.2997290E-01,273706,  2.2289405E-03,  4.7211657E-02,  7.8998085E-04
571,  5.2741752E-01,276443,  2.2250483E-03,  4.7170417E-02,  7.8998085E-04
572,  5.2882625E-01,279207,  2.2211606E-03,  4.7129190E-02,  7.8998085E-04
573,  5.3458174E-01,281999,  2.2173215E-03,  4.7088443E-02,  7.8998085E-04
574,  5.2937871E-01,284819,  2.2134591E-03,  4.7047414E-02,  7.8998085E-04
575,  5.3650544E-01,287667,  2.2096839E-03,  4.7007275E-02,  7.8998085E-04
576,  5.3789568E-01,290543,  2.2059564E-03,  4.6967610E-02,  7.8998085E-04
577,  5.2719833E-01,293448,  2.2021467E-03,  4.6927036E-02,  7.8998085E-04
578,  5.2748144E-01,296382,  2.1983476E-03,  4.6886540E-02,  7.8998085E-04
579,  5.2836336E-01,299345,  2.1945553E-03,  4.6846081E-02,  7.8998085E-04
580,  5.3047245E-01,302338,  2.1907720E-03,  4.6805683E-02,  7.8998085E-04
581,  5.3019069E-01,305361,  2.1870014E-03,  4.6765387E-02,  7.8998085E-04
582,  5.3508301E-01,308414,  2.1832883E-03,  4.6725671E-02,  7.8998085E-04
583,  5.3067330E-01,311498,  2.1795442E-03,  4.6685589E-02,  7.8998085E-04
584,  5.2575218E-01,314612,  2.1758428E-03,  4.6645930E-02,  7.8998085E-04
585,  5.2637345E-01,317758,  2.1721456E-03,  4.6606283E-02,  7.8998085E-04
586,  5.1875882E-01,320935,  2.1686532E-03,  4.6568801E-02,  7.8998085E-04
587,  5.3252004E-01,324144,  2.1649699E-03,  4.6529237E-02,  7.8998085E-04
588,  5.3898177E-01,327385,  2.1614262E-03,  4.6491141E-02,  7.8998085E-04
589,  5.3307964E-01,330658,  2.1577729E-03,  4.6451834E-02,  7.8998085E-04
590,  5.2963267E-01,333964,  2.1541158E-03,  4.6412453E-02,  7.8998085E-04
591,  5.2560512E-01,337303,  2.1505033E-03,  4.6373519E-02,  7.8998085E-04
592,  5.3281555E-01,340676,  2.1468843E-03,  4.6334483E-02,  7.8998085E-04
593,  5.2970443E-01,344082,  2.1432641E-03,  4.6295400E-02,  7.8998085E-04
594,  5.3771453E-01,347522,  2.1397565E-03,  4.6257502E-02,  7.8998085E-04
595,  5.2585529E-01,350997,  2.1361889E-03,  4.6218924E-02,  7.8998085E-04
596,  5.2712552E-01,354506,  2.1326184E-03,  4.6180282E-02,  7.8998085E-04
597,  5.3477953E-01,358051,  2.1290847E-03,  4.6142006E-02,  7.8998085E-04
598,  5.2338974E-01,361631,  2.1255970E-03,  4.6104198E-02,  7.8998085E-04
599,  5.2841433E-01,365247,  2.1220525E-03,  4.6065741E-02,  7.8998085E-04
600,  5.2200279E-01,368899,  2.1186215E-03,  4.6028485E-02,  7.8998085E-04
601,  5.2590651E-01,372588,  2.1151236E-03,  4.5990473E-02,  7.8998085E-04
602,  5.3023276E-01,376313,  2.1116102E-03,  4.5952260E-02,  7.8998085E-04
603,  5.3177235E-01,380076,  2.1081139E-03,  4.5914201E-02,  7.8998085E-04
604,  5.1241211E-01,383876,  2.1051324E-03,  4.5881722E-02,  7.8998085E-04
605,  5.2197900E-01,387714,  2.1017571E-03,  4.5844924E-02,  7.8998085E-04
606,  5.2531945E-01,391591,  2.0983236E-03,  4.5807463E-02,  7.8998085E-04
607,  5.2678489E-01,395506,  2.0948828E-03,  4.5769889E-02,  7.8998085E-04
608,  5.2814443E-01,399461,  2.0914423E-03,  4.5732290E-02,  7.8998085E-04
609,  5.3599732E-01,403455,  2.0880691E-03,  4.5695394E-02,  7.8998085E-04
610,  5.2604391E-01,407489,  2.0846704E-03,  4.5658191E-02,  7.8998085E-04
611,  5.3590118E-01,411563,  2.0813173E-03,  4.5621457E-02,  7.8998085E-04
612,  5.2028561E-01,415678,  2.0780677E-03,  4.5585828E-02,  7.8998085E-04
613,  5.3217542E-01,419834,  2.0746861E-03,  4.5548723E-02,  7.8998085E-04
614,  5.2189168E-01,424032,  2.0714115E-03,  4.5512761E-02,  7.8998085E-04
615,  5.3485148E-01,428272,  2.0680833E-03,  4.5476184E-02,  7.8998085E-04
616,  5.2348871E-01,432554,  2.0647926E-03,  4.5439989E-02,  7.8998085E-04
617,  5.3649424E-01,436879,  2.0615167E-03,  4.5403929E-02,  7.8998085E-04
618,  5.3000511E-01,441247,  2.0581810E-03,  4.5367179E-02,  7.8998085E-04
