 batch,IMC_val,history_count,variance,stdv,rel_err,invsq_hist
1,  3.9934503E-01,100,  0.0000000E+00,  0.0000000E+00,  2.4354619E-01
2,  6.2913354E-01,101,  1.3200690E-02,  1.1489426E-01,  1.9172753E-01
3,  3.7170667E-01,102,  1.3315026E-02,  1.1539075E-01,  2.9589976E-01
4,  6.3926004E-01,103,  1.5567612E-02,  1.2477024E-01,  2.1090951E-01
5,  7.3332430E-01,104,  2.0443802E-02,  1.4298182E-01,  3.8908943E-01
6,  2.7266328E-01,105,  2.8072936E-02,  1.6754980E-01,  4.8351135E-01
7,  6.0513942E-01,106,  2.5228154E-02,  1.5883373E-01,  1.4627700E-01
8,  8.4710923E-01,107,  3.3669987E-02,  1.8349383E-01,  6.0462498E-01
9,  7.9099936E-01,108,  3.5098703E-02,  1.8734648E-01,  4.9833962E-01
10,  1.2044186E+00,109,  6.5827238E-02,  2.5656819E-01,  1.2814534E+00
11, -1.8542452E-01,110,  1.1742820E-01,  3.4267799E-01,  1.3512378E+00
12,  6.0489297E-01,111,  1.0771816E-01,  3.2820445E-01,  1.4581016E-01
13,  5.8967063E-01,112,  9.9445328E-02,  3.1534953E-01,  1.1697545E-01
14,  3.9692650E-01,113,  9.4495101E-02,  3.0740056E-01,  2.4812745E-01
15,  1.3281135E+00,114,  1.2450359E-01,  3.5285066E-01,  1.5157607E+00
16,  4.8289677E-01,115,  1.1774700E-01,  3.4314283E-01,  8.5279455E-02
17,  8.9751084E-01,116,  1.1549685E-01,  3.3984828E-01,  7.0009754E-01
18,  7.0871012E-01,117,  1.0945703E-01,  3.3084291E-01,  3.4246436E-01
19,  3.9565758E-01,118,  1.0640379E-01,  3.2619594E-01,  2.5053108E-01
20,  7.3417804E-01,119,  1.0174224E-01,  3.1897059E-01,  3.9070663E-01
21,  3.0651197E-01,120,  1.0142024E-01,  3.1846545E-01,  4.1939393E-01
22,  7.6258757E-01,121,  9.7856867E-02,  3.1282082E-01,  4.4452098E-01
23,  8.6902704E-01,122,  9.6299983E-02,  3.1032239E-01,  6.4614249E-01
24,  4.9484214E-01,123,  9.2968186E-02,  3.0490685E-01,  6.2652099E-02
25,  7.0338872E-01,124,  8.9516694E-02,  2.9919340E-01,  3.3238438E-01
26,  8.4393501E-01,125,  8.7873974E-02,  2.9643545E-01,  5.9861225E-01
27,  8.3074705E-01,126,  8.6031163E-02,  2.9331069E-01,  5.7363114E-01
28,  2.0165886E-01,127,  8.9550398E-02,  2.9924973E-01,  6.1801048E-01
29,  2.1231383E-01,128,  9.2092464E-02,  3.0346740E-01,  5.9782745E-01
30,  6.4743764E-01,129,  8.9069451E-02,  2.9844506E-01,  2.2639982E-01
31,  2.6164257E-01,130,  8.9998131E-02,  2.9999688E-01,  5.0438716E-01
32,  1.0971596E+00,131,  9.4687423E-02,  3.0771321E-01,  1.0782795E+00
33,  4.3763283E-01,132,  9.2741706E-02,  3.0453523E-01,  1.7102004E-01
34,  3.6248536E-01,133,  9.1756512E-02,  3.0291337E-01,  3.1336710E-01
35,  8.3711955E-01,134,  9.0665549E-02,  3.0110721E-01,  5.8570217E-01
36,  7.7434394E-01,135,  8.8885444E-02,  2.9813662E-01,  4.6679033E-01
37,  9.1022335E-01,136,  8.8797081E-02,  2.9798839E-01,  7.2417803E-01
38,  1.1318163E+00,137,  9.3130519E-02,  3.0517293E-01,  1.1439274E+00
39,  3.9670732E-01,138,  9.2161555E-02,  3.0358122E-01,  2.4854263E-01
40,  9.0572318E-01,139,  9.1725152E-02,  3.0286161E-01,  7.1565365E-01
41,  8.3465741E-01,140,  9.0428560E-02,  3.0071342E-01,  5.8103830E-01
42,  8.2943007E-01,141,  8.9103488E-02,  2.9850207E-01,  5.7113647E-01
43,  2.9544644E-01,142,  8.9809688E-02,  2.9968265E-01,  4.4035466E-01
44,  4.4795982E-01,143,  8.8562690E-02,  2.9759484E-01,  1.5145829E-01
45,  3.2887692E-01,144,  8.8601014E-02,  2.9765923E-01,  3.7702942E-01
46,  4.3935270E-01,145,  8.7415756E-02,  2.9566156E-01,  1.6776221E-01
47,  5.0413665E-01,146,  8.5844835E-02,  2.9299289E-01,  4.5046102E-02
48,  8.9357885E-01,147,  8.5589519E-02,  2.9255686E-01,  6.9264942E-01
49,  7.3015611E-01,148,  8.4063248E-02,  2.8993663E-01,  3.8308814E-01
50,  6.6820151E-01,149,  8.2414791E-02,  2.8707976E-01,  2.6573150E-01
51,  8.3318807E-01,150,  8.1607319E-02,  2.8566995E-01,  5.7825502E-01
52,  7.5877443E-01,151,  8.0340465E-02,  2.8344394E-01,  4.3729799E-01
53,  3.5520131E-01,152,  8.0269336E-02,  2.8331844E-01,  3.2716482E-01
54,  5.0188360E-01,153,  7.9077911E-02,  2.8120795E-01,  4.9313907E-02
55,  5.1590956E-01,154,  7.7860169E-02,  2.7903435E-01,  2.2745429E-02
